Sample.ID,Family.Unique,Block.ID,HabitatType,Region,Population,Dist.from.cg.km,Germination.Y.N,Survival.Y.N,Survival.Y.N.2017,Flower.Y.N.2016,Flower.Y.N.2017,No.Flowers.2016,Total.Flowers.2017,Fruit.Y.N.2016,Fruit.Y.N.2017,No.Fruit.2016,No.Fruit.2017,sm,sm.2,Flowering.Y.N.2018,Total.Flowers.2018,Fruit.Y.N.2018,No.Fruit.2018,seedmass.2018.g.,Surv2017,Surv2018,sm.3,sm2017,sm2018,Germ.to.TrueLeaf,No.Days.to.Germ,No.Days.to.TrueLeaf,No.Days.Germ.to.Flr,no.Planting.to.DTFF,Planting.to.DTFF.2017,Germ.to.DTFF.2017,Planting.to.DTB.2017,Germ.to.DTB.2017,Planting.to.DatetoFrt.2017,Germ.to.DatetoFrt.2017,Planting.to.DTFF.2018,Germ.to.DTFF.2018,Planting.to.DTB.2018,Germ.to.DTB.2018,Planting.to.DatetoFrt.2018,Germ.to.Date.to.Frt.2018
CAR-PSR.10.3,CAR-PSR.10,3,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.10.4,CAR-PSR.10,4,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,10,19,0,1,0,15,0,1076,1,11,1,8,0.9195,1,1,920,1076,1996,7,10,17,246,256,515,505,529,519,566,556,891,881,915,905,925,915
CAR-PSR.10.5,CAR-PSR.10,5,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.10.6,CAR-PSR.10,6,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,0,1,0,17,0,1,0,12,0,932,1,4,1,4,0.7507,1,1,751,932,1683,8,11,19,NA,NA,512,501,533,522,569,558,898,887,915,904,924,913
CAR-PSR.10.7,CAR-PSR.10,7,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.10.8,CAR-PSR.10,8,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,0,1,0,12,0,1,0,10,0,916,1,12,1,7,0.9566,1,1,957,916,1873,8,13,21,NA,NA,512,499,526,513,557,544,908,895,912,899,924,911
CAR-PSR.10.9,CAR-PSR.10,9,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,0,1,0,14,0,1,0,9,0,709,1,5,1,3,0.2896,1,1,290,709,999,10,9,19,NA,NA,512,503,533,524,567,558,908,899,926,917,933,924
CAR-PSR.12.1,CAR-PSR.12,1,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,38,14,1,1,2,7,5,1158,1,3,1,3,0.051,1,1,51,1163,1214,NA,13,NA,253,266,512,499,540,527,572,559,891,878,919,906,928,915
CAR-PSR.12.10,CAR-PSR.12,1,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.12.11,CAR-PSR.12,11,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,13,10,1,1,1,9,0,878,1,4,1,3,0.3431,1,1,343,878,1221,8,11,19,250,261,519,508,540,529,570,559,898,887,912,901,923,912
CAR-PSR.12.12,CAR-PSR.12,12,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.12.2,CAR-PSR.12,2,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,19,25,1,1,4,16,91,1207,1,8,1,6,0.722,1,1,722,1298,2020,7,8,15,197,205,512,504,526,518,555,547,891,883,912,904,925,917
CAR-PSR.12.3,CAR-PSR.12,3,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.12.4,CAR-PSR.12,4,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,9,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.12.5,CAR-PSR.12,5,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.12.6,CAR-PSR.12,6,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,24,20,1,1,2,11,0,2012,1,10,1,8,0.9012,1,1,901,2012,2913,8,10,18,231,241,512,502,526,516,572,562,905,895,912,902,922,912
CAR-PSR.12.7,CAR-PSR.12,7,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,16,17,1,1,3,11,7,737,1,12,1,11,1.7543,1,1,1754,744,2498,7,10,17,247,257,512,502,526,516,569,559,891,881,915,905,925,915
CAR-PSR.12.8,CAR-PSR.12,8,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,0,1,0,19,0,1,0,14,0,2103,1,7,1,7,1.4826,1,1,1483,2103,3586,8,9,17,NA,NA,512,503,533,524,555,546,905,896,908,899,922,913
CAR-PSR.12.9,CAR-PSR.12,9,Alvar,GL_alvar,CAR-PSR,1366.181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.14.1,CAR-PSR.14,1,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.14.10,CAR-PSR.14,1,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,46,31,0,1,0,19,0,1973,1,7,1,4,0.3339,1,1,334,1973,2307,7,9,16,268,277,512,503,529,520,570,561,898,889,912,903,925,916
CAR-PSR.14.11,CAR-PSR.14,11,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.14.12,CAR-PSR.14,12,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,0,1,0,2,0,1,0,2,0,124,1,1,1,1,0.0563,1,1,56,124,180,7,11,18,NA,NA,512,501,533,522,563,552,908,897,915,904,928,917
CAR-PSR.14.2,CAR-PSR.14,2,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.14.3,CAR-PSR.14,3,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,5,20,1,1,3,11,53,2420,1,16,1,14,2.3867,1,1,2387,2473,4860,8,8,16,200,208,512,504,526,518,555,547,891,883,915,907,925,917
CAR-PSR.14.4,CAR-PSR.14,4,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.14.5,CAR-PSR.14,5,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.14.6,CAR-PSR.14,6,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.14.7,CAR-PSR.14,7,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.14.8,CAR-PSR.14,8,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.14.9,CAR-PSR.14,9,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,15,41,1,1,2,36,34,4101,1,18,1,17,2.731,1,1,2731,4135,6866,8,8,16,248,256,512,504,526,518,555,547,898,890,905,897,925,917
CAR-PSR.20.1,CAR-PSR.20,1,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.20.10,CAR-PSR.20,1,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,4,4,0,1,0,2,0,250,1,5,1,5,0.6234,1,1,623,250,873,7,12,19,261,273,512,500,526,514,573,561,894,882,905,893,923,911
CAR-PSR.20.11,CAR-PSR.20,11,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,0,1,0,7,0,1,0,7,0,396,1,1,0,0,0,1,1,0,396,396,7,10,17,NA,NA,515,505,526,516,563,553,901,891,NA,NA,NA,NA
CAR-PSR.20.12,CAR-PSR.20,12,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.20.2,CAR-PSR.20,2,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,0,1,0,10,0,1,0,7,0,584,1,6,1,4,0.3891,1,1,389,584,973,7,9,16,NA,NA,512,503,529,520,557,548,887,878,912,903,924,915
CAR-PSR.20.3,CAR-PSR.20,3,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,0,1,0,14,0,1,0,7,0,273,1,16,1,15,0.7074,1,1,707,273,980,6,12,18,NA,NA,512,500,533,521,559,547,891,879,915,903,924,912
CAR-PSR.20.4,CAR-PSR.20,4,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,13,12,1,1,6,9,124,1117,1,4,1,3,0.3925,1,1,392,1241,1633,7,10,17,191,201,512,502,529,519,569,559,887,877,919,909,928,918
CAR-PSR.20.5,CAR-PSR.20,5,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,8,10,1,1,4,8,25,570,1,1,0,0,0,1,1,0,595,595,7,9,16,201,210,512,503,526,517,566,557,901,892,NA,NA,NA,NA
CAR-PSR.20.6,CAR-PSR.20,6,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,11,9,1,0,1,0,25,0,1,2,0,0,0,1,1,0,25,25,7,13,20,263,276,512,499,529,516,NA,NA,898,885,919,906,NA,NA
CAR-PSR.20.7,CAR-PSR.20,7,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,29,34,1,1,3,23,0,3048,1,4,1,3,0.3102,1,1,310,3048,3358,6,11,17,195,206,512,501,529,518,555,544,887,876,912,901,922,911
CAR-PSR.20.8,CAR-PSR.20,8,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,3,16,1,1,2,6,0,1341,1,11,1,10,2.051,1,1,2051,1341,3392,8,10,18,264,274,512,502,529,519,569,559,898,888,912,902,924,914
CAR-PSR.20.9,CAR-PSR.20,9,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,1,10,0,1,0,9,0,921,1,3,1,1,0.0883,1,1,88,921,1009,7,9,16,278,287,512,503,522,513,569,560,891,882,908,899,933,924
CAR-PSR.23.1,CAR-PSR.23,1,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,4,3,1,1,3,2,43,308,1,3,1,2,0.3098,1,1,310,351,661,6,13,19,211,224,526,513,550,537,566,553,894,881,912,899,923,910
CAR-PSR.23.10,CAR-PSR.23,1,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.23.11,CAR-PSR.23,11,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.23.12,CAR-PSR.23,12,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,8,2,0,0,0,0,0,0,1,1,1,1,0.0795,1,1,80,0,80,6,10,16,252,262,515,505,555,545,NA,NA,894,884,912,902,924,914
CAR-PSR.23.2,CAR-PSR.23,2,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.23.3,CAR-PSR.23,3,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,2,5,0,1,0,1,0,69,1,1,0,0,0,1,1,0,69,69,7,12,19,282,294,512,500,533,521,562,550,901,889,NA,NA,NA,NA
CAR-PSR.23.4,CAR-PSR.23,4,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,0,1,0,10,0,1,0,2,0,88,1,3,1,2,0.2188,1,1,219,88,307,7,12,19,NA,NA,512,500,550,538,573,561,898,886,915,903,924,912
CAR-PSR.23.5,CAR-PSR.23,5,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,0,1,0,3,0,1,0,1,0,103,1,2,1,1,0.1439,1,1,144,103,247,7,8,15,NA,NA,512,504,522,514,574,566,898,890,919,911,931,923
CAR-PSR.23.6,CAR-PSR.23,6,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,2,7,0,1,0,4,0,247,1,1,0,0,0,1,1,0,247,247,8,11,19,257,268,512,501,543,532,568,557,905,894,NA,NA,NA,NA
CAR-PSR.23.7,CAR-PSR.23,7,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,8,11,0,1,0,8,0,633,1,2,1,1,0.0722,1,1,72,633,705,7,12,19,259,271,512,500,533,521,565,553,901,889,915,903,933,921
CAR-PSR.23.8,CAR-PSR.23,8,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,2,10,0,1,0,4,0,438,1,7,1,7,0.9396,1,1,940,438,1378,9,12,21,348,360,512,500,550,538,569,557,901,889,915,903,925,913
CAR-PSR.23.9,CAR-PSR.23,9,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,0,1,0,5,0,1,0,2,0,167,1,12,1,10,1.3276,1,1,1328,167,1495,9,9,18,NA,NA,526,517,540,531,572,563,908,899,915,906,924,915
CAR-PSR.25.1,CAR-PSR.25,1,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,13,8,1,0,3,0,37,0,1,13,1,7,0.4238,1,1,424,37,461,6,9,15,217,226,512,503,522,513,NA,NA,898,889,912,903,923,914
CAR-PSR.25.10,CAR-PSR.25,1,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.25.11,CAR-PSR.25,11,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.25.12,CAR-PSR.25,12,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.25.2,CAR-PSR.25,2,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.25.3,CAR-PSR.25,3,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.25.4,CAR-PSR.25,4,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,6,19,0,1,0,7,0,841,1,12,1,11,1.4486,1,1,1449,841,2290,7,8,15,199,207,512,504,526,518,555,547,887,879,905,897,924,916
CAR-PSR.25.5,CAR-PSR.25,5,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.25.6,CAR-PSR.25,6,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,1,26,0,1,0,12,0,1772,1,11,1,9,1.4013,1,1,1401,1772,3173,7,11,18,272,283,512,501,526,515,573,562,894,883,912,901,930,919
CAR-PSR.25.7,CAR-PSR.25,7,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.25.8,CAR-PSR.25,8,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,7,15,1,1,1,9,23,1527,1,9,1,8,0.869,1,1,869,1550,2419,6,8,14,267,275,512,504,547,539,571,563,894,886,919,911,928,920
CAR-PSR.25.9,CAR-PSR.25,9,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.31.1,CAR-PSR.31,1,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.31.10,CAR-PSR.31,1,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.31.11,CAR-PSR.31,11,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,0,1,0,6,0,1,0,5,0,217,0,0,0,0,0,1,0,0,217,217,9,10,19,NA,NA,519,509,533,523,575,565,NA,NA,NA,NA,NA,NA
CAR-PSR.31.12,CAR-PSR.31,12,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,0,1,0,11,0,1,0,7,0,479,1,1,0,0,0,1,1,0,479,479,8,11,19,NA,NA,515,504,547,536,568,557,891,880,NA,NA,NA,NA
CAR-PSR.31.2,CAR-PSR.31,2,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,1,5,0,1,0,4,0,142,1,1,0,0,0,1,1,0,142,142,8,17,25,251,268,519,502,526,509,568,551,891,874,NA,NA,NA,NA
CAR-PSR.31.3,CAR-PSR.31,3,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,0,1,0,1,0,1,0,1,0,533,1,1,0,0,0,1,1,0,533,533,7,12,19,NA,NA,519,507,533,521,572,560,898,886,919,907,NA,NA
CAR-PSR.31.4,CAR-PSR.31,4,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,2,5,0,1,0,4,0,283,1,1,0,0,0,1,1,0,283,283,14,8,22,267,275,512,504,543,535,568,560,894,886,919,911,NA,NA
CAR-PSR.31.5,CAR-PSR.31,5,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,0,1,0,6,0,1,0,3,0,16,1,1,1,1,0.0116,1,1,12,16,28,8,8,16,NA,NA,519,511,533,525,579,571,887,879,912,904,933,925
CAR-PSR.31.6,CAR-PSR.31,6,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,13,33,1,1,1,15,20,1121,1,3,0,0,0,1,1,0,1141,1141,8,9,17,257,266,512,503,540,531,567,558,894,885,905,896,NA,NA
CAR-PSR.31.7,CAR-PSR.31,7,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.31.8,CAR-PSR.31,8,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,1,19,1,1,1,14,15,1569,1,4,1,3,0.4043,1,1,404,1584,1988,10,9,19,NA,NA,512,503,526,517,558,549,905,896,915,906,925,916
CAR-PSR.31.9,CAR-PSR.31,9,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,0,1,0,7,0,1,0,5,0,97,1,1,0,0,0,1,1,0,97,97,11,9,20,NA,NA,512,503,555,546,572,563,901,892,NA,NA,NA,NA
CAR-PSR.6.1,CAR-PSR.6,1,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,23,25,1,1,2,16,49,1985,1,21,1,21,2.7672,1,1,2767,2034,4801,8,9,17,196,205,512,503,526,517,568,559,887,878,908,899,924,915
CAR-PSR.6.10,CAR-PSR.6,1,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,8,13,1,1,1,11,0,746,1,3,1,3,0.3698,1,1,370,746,1116,9,11,20,194,205,512,501,529,518,555,544,898,887,912,901,922,911
CAR-PSR.6.11,CAR-PSR.6,11,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,1,10,0,1,0,8,0,348,1,3,1,3,0.0709,1,1,71,348,419,7,12,19,276,288,512,500,543,531,567,555,912,900,912,900,923,911
CAR-PSR.6.12,CAR-PSR.6,12,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.6.2,CAR-PSR.6,2,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,6,4,0,1,0,3,0,136,1,2,1,1,0.0588,1,1,59,136,195,6,10,16,214,224,526,516,543,533,575,565,901,891,912,902,928,918
CAR-PSR.6.3,CAR-PSR.6,3,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,21,19,1,1,1,15,6,2653,1,20,1,14,1.856,1,1,1856,2659,4515,7,8,15,198,206,515,507,540,532,569,561,887,879,908,900,926,918
CAR-PSR.6.4,CAR-PSR.6,4,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,7,12,0,1,0,9,0,996,0,0,0,0,0,1,0,0,996,996,7,8,15,260,268,512,504,529,521,572,564,NA,NA,NA,NA,NA,NA
CAR-PSR.6.5,CAR-PSR.6,5,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,26,17,1,1,9,7,115,507,1,3,1,3,0.3116,1,1,312,622,934,6,13,19,188,201,512,499,533,520,568,555,887,874,919,906,930,917
CAR-PSR.6.6,CAR-PSR.6,6,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,25,20,1,1,1,14,10,742,1,9,1,7,0.7249,1,1,725,752,1477,6,11,17,241,252,512,501,526,515,569,558,891,880,915,904,928,917
CAR-PSR.6.7,CAR-PSR.6,7,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,2,3,1,1,1,2,16,196,1,1,1,1,0.045,1,1,45,212,257,8,14,22,252,266,512,498,533,519,557,543,894,880,926,912,940,926
CAR-PSR.6.8,CAR-PSR.6,8,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,2,10,0,1,0,8,0,703,1,11,1,11,1.3474,1,1,1347,703,2050,8,11,19,276,287,512,501,526,515,573,562,891,880,915,904,929,918
CAR-PSR.6.9,CAR-PSR.6,9,Alvar,GL_alvar,CAR-PSR,1366.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.7.1,CAR-PSR.7,1,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,4,25,0,1,0,16,0,1205,1,4,1,4,0.6573,1,1,657,1205,1862,6,8,14,194,202,512,504,522,514,570,562,901,893,915,907,926,918
CAR-PSR.7.10,CAR-PSR.7,1,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,24,22,1,1,1,15,21,1376,1,5,1,2,0.0567,1,1,57,1397,1454,6,15,21,187,202,512,497,529,514,555,540,894,879,919,904,930,915
CAR-PSR.7.11,CAR-PSR.7,11,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,21,19,1,1,2,14,0,973,1,5,1,4,0.5897,1,1,590,973,1563,NA,8,NA,254,262,515,507,526,518,555,547,891,883,908,900,924,916
CAR-PSR.7.12,CAR-PSR.7,12,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR-PSR.7.2,CAR-PSR.7,2,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,1,8,0,1,0,2,0,72,1,3,1,0,0,1,1,0,72,72,5,8,13,199,207,512,504,522,514,574,566,894,886,908,900,929,921
CAR-PSR.7.3,CAR-PSR.7,3,Alvar,GL_alvar,CAR-PSR,1366.181,1,1,1,1,1,7,23,0,1,0,15,0,1460,1,10,1,9,0.4833,1,1,483,1460,1943,5,9,14,234,243,512,503,526,517,566,557,891,882,NA,NA,924,915
