Sample.ID,Family.Unique,Block.ID,HabitatType,Region,Population,Dist.from.cg.km,Germination.Y.N,Survival.Y.N,Survival.Y.N.2017,Flower.Y.N.2016,Flower.Y.N.2017,No.Flowers.2016,Total.Flowers.2017,Fruit.Y.N.2016,Fruit.Y.N.2017,No.Fruit.2016,No.Fruit.2017,sm,sm.2,Flowering.Y.N.2018,Total.Flowers.2018,Fruit.Y.N.2018,No.Fruit.2018,seedmass.2018.g.,Surv2017,Surv2018,sm.3,sm2017,sm2018,Germ.to.TrueLeaf,No.Days.to.Germ,No.Days.to.TrueLeaf,No.Days.Germ.to.Flr,no.Planting.to.DTFF,Planting.to.DTFF.2017,Germ.to.DTFF.2017,Planting.to.DTB.2017,Germ.to.DTB.2017,Planting.to.DatetoFrt.2017,Germ.to.DatetoFrt.2017,Planting.to.DTFF.2018,Germ.to.DTFF.2018,Planting.to.DTB.2018,Germ.to.DTB.2018,Planting.to.DatetoFrt.2018,Germ.to.Date.to.Frt.2018
MB-MR.21.9,MB-MR.21,9,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,4,0,1,0,3,0,126,1,5,1,4,0.3964,1,1,396,126,522,7,10,17,NA,NA,512,502,522,512,569,559,891,881,905,895,924,914
MB-MR.25.1,MB-MR.25,1,Prairie,MB_alvar,MB-MR,487.3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.25.10,MB-MR.25,1,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,8,11,19,NA,NA,543,532,569,558,NA,NA,898,887,912,901,NA,NA
MB-MR.25.11,MB-MR.25,11,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,1,1,9,9,0,1,0,4,0,345,1,0,0,0,0,1,1,0,345,345,9,8,17,358,366,512,504,526,518,569,561,898,890,NA,NA,NA,NA
MB-MR.25.12,MB-MR.25,12,Prairie,MB_alvar,MB-MR,487.3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.25.2,MB-MR.25,2,Prairie,MB_alvar,MB-MR,487.3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.25.3,MB-MR.25,3,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,8,9,17,NA,NA,515,506,526,517,NA,NA,894,885,NA,NA,NA,NA
MB-MR.25.4,MB-MR.25,4,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,1,1,1,16,0,1,0,6,0,304,1,2,0,0,0,1,1,0,304,304,8,8,16,199,207,512,504,533,525,572,564,894,886,919,911,NA,NA
MB-MR.25.5,MB-MR.25,5,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,2,0,0,0,0,0,0,1,1,1,1,0.0642,1,1,64,0,64,6,8,14,NA,NA,512,504,533,525,NA,NA,898,890,919,911,931,923
MB-MR.25.6,MB-MR.25,6,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,9,19,NA,NA,512,503,550,541,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.25.7,MB-MR.25,7,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,6,0,1,0,3,0,148,1,2,1,2,0.364,1,1,364,148,512,9,10,19,NA,NA,512,502,540,530,569,559,891,881,922,912,929,919
MB-MR.25.8,MB-MR.25,8,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,9,17,NA,NA,512,503,555,546,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.25.9,MB-MR.25,9,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.2689,1,1,269,0,269,10,12,22,NA,NA,NA,NA,NA,NA,NA,NA,891,879,922,910,928,916
MB-MR.26.1,MB-MR.26,1,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,9,14,227,236,512,503,533,524,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.26.10,MB-MR.26,1,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,9,14,23,NA,NA,NA,NA,NA,NA,NA,NA,908,894,NA,NA,NA,NA
MB-MR.26.11,MB-MR.26,11,Prairie,MB_alvar,MB-MR,487.3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.26.12,MB-MR.26,12,Prairie,MB_alvar,MB-MR,487.3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.26.2,MB-MR.26,2,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,1,0,1,0,1,0,15,0,0,0,0,0,1,0,0,15,15,9,9,18,NA,NA,512,503,533,524,558,549,NA,NA,NA,NA,NA,NA
MB-MR.26.3,MB-MR.26,3,Prairie,MB_alvar,MB-MR,487.3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.26.4,MB-MR.26,4,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,11,12,23,NA,NA,512,500,533,521,NA,NA,933,921,NA,NA,NA,NA
MB-MR.26.5,MB-MR.26,5,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,32,40,NA,NA,550,518,550,518,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.26.6,MB-MR.26,6,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,4,0,1,0,2,0,80,1,3,0,0,0,1,1,0,80,80,6,14,20,NA,NA,519,505,550,536,572,558,898,884,919,905,NA,NA
MB-MR.26.7,MB-MR.26,7,Prairie,MB_alvar,MB-MR,487.3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.26.8,MB-MR.26,8,Prairie,MB_alvar,MB-MR,487.3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.26.9,MB-MR.26,9,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,11,18,NA,NA,526,515,540,529,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.32.1,MB-MR.32,1,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,19,26,NA,NA,529,510,543,524,577,558,NA,NA,NA,NA,NA,NA
MB-MR.32.10,MB-MR.32,1,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,2,0,1,0,0,0,0,1,2,1,2,0.2066,1,1,207,0,207,6,8,14,NA,NA,512,504,547,539,570,562,891,883,919,911,930,922
MB-MR.32.11,MB-MR.32,11,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,9,0,1,0,3,0,181,1,1,0,0,0,1,1,0,181,181,6,9,15,NA,NA,512,503,522,513,574,565,894,885,NA,NA,NA,NA
MB-MR.32.2,MB-MR.32,2,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,9,0,1,0,7,0,223,1,1,0,0,0,1,1,0,223,223,7,8,15,NA,NA,512,504,522,514,567,559,901,893,NA,NA,NA,NA
MB-MR.32.3,MB-MR.32,3,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,6,0,1,0,2,0,69,1,5,1,4,0.5411,1,1,541,69,610,5,8,13,NA,NA,512,504,522,514,575,567,898,890,915,907,924,916
MB-MR.32.4,MB-MR.32,4,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,8,0,1,0,1,0,31,0,0,0,0,0,1,0,0,31,31,7,8,15,NA,NA,512,504,522,514,566,558,NA,NA,NA,NA,NA,NA
MB-MR.32.5,MB-MR.32,5,Prairie,MB_alvar,MB-MR,487.3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.32.6,MB-MR.32,6,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,13,0,1,0,4,0,332,1,1,0,0,0,1,1,0,332,332,7,8,15,NA,NA,512,504,522,514,560,552,908,900,915,907,NA,NA
MB-MR.32.7,MB-MR.32,7,Prairie,MB_alvar,MB-MR,487.3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.32.8,MB-MR.32,8,Prairie,MB_alvar,MB-MR,487.3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.32.9,MB-MR.32,9,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,6,9,15,NA,NA,519,510,540,531,NA,NA,891,882,NA,NA,NA,NA
MB-MR.38.1,MB-MR.38,1,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,7,0,1,0,7,0,650,0,0,0,0,0,1,0,0,650,650,7,14,21,NA,NA,512,498,526,512,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.38.10,MB-MR.38,1,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,4,19,23,241,259,512,493,522,503,NA,NA,891,872,922,903,NA,NA
MB-MR.38.11,MB-MR.38,11,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,3,0,0,0,0,0,0,1,2,1,2,0.0941,1,1,94,0,94,7,11,18,NA,NA,512,501,529,518,NA,NA,908,897,919,908,930,919
MB-MR.38.12,MB-MR.38,12,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,13,19,NA,NA,512,499,547,534,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.38.2,MB-MR.38,2,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,1,1,4,8,0,1,0,6,0,640,1,4,1,2,0.5876,1,1,588,640,1228,7,23,30,310,333,512,489,526,503,555,532,901,878,912,889,925,902
MB-MR.38.3,MB-MR.38,3,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,1,1,3,14,0,1,0,9,0,593,1,2,1,2,0.2929,1,1,293,593,886,6,13,19,263,276,512,499,522,509,578,565,901,888,915,902,928,915
MB-MR.38.4,MB-MR.38,4,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0.0981,1,1,98,0,98,8,17,25,NA,NA,512,495,547,530,579,562,901,884,915,898,924,907
MB-MR.38.5,MB-MR.38,5,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,1,1,7,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,7,16,23,242,258,512,496,533,517,NA,NA,887,871,NA,NA,NA,NA
MB-MR.38.6,MB-MR.38,6,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,4,0,1,0,2,0,132,1,2,1,2,0.1316,1,1,132,132,264,7,12,19,NA,NA,512,500,547,535,569,557,905,893,919,907,932,920
MB-MR.38.7,MB-MR.38,7,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,7,0,1,0,4,0,291,1,4,1,3,0.292,1,1,292,291,583,5,14,19,NA,NA,512,498,540,526,572,558,901,887,912,898,926,912
MB-MR.38.8,MB-MR.38,8,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,1,1,2,8,0,1,0,2,0,167,1,5,1,5,0.8105,1,1,810,167,977,8,14,22,263,277,512,498,522,508,555,541,905,891,915,901,928,914
MB-MR.38.9,MB-MR.38,9,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,5,0,0,0,0,0,0,1,4,1,4,0.6183,1,1,618,0,618,7,11,18,NA,NA,512,501,533,522,NA,NA,894,883,915,904,926,915
MB-MR.40.1,MB-MR.40,1,Prairie,MB_alvar,MB-MR,487.3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.40.10,MB-MR.40,1,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,9,0,1,0,5,0,352,1,1,0,0,0,1,1,0,352,352,9,9,18,NA,NA,512,503,533,524,559,550,901,892,NA,NA,NA,NA
MB-MR.40.11,MB-MR.40,11,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,11,18,NA,NA,515,504,550,539,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.40.12,MB-MR.40,12,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,2,0,1,0,1,0,20,1,1,1,1,0.0595,1,1,60,20,80,8,16,24,NA,NA,522,506,533,517,575,559,908,892,915,899,925,909
MB-MR.40.2,MB-MR.40,2,Prairie,MB_alvar,MB-MR,487.3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.40.3,MB-MR.40,3,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,5,12,17,NA,NA,512,500,522,510,576,564,887,875,905,893,NA,NA
MB-MR.40.4,MB-MR.40,4,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,3,0,0,0,0,0,0,1,3,1,3,0.0992,1,1,99,0,99,6,10,16,NA,NA,512,502,547,537,NA,NA,908,898,919,909,931,921
MB-MR.40.5,MB-MR.40,5,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,11,0,1,0,7,0,477,1,2,1,2,0.311,1,1,311,477,788,8,13,21,NA,NA,512,499,522,509,572,559,901,888,915,902,924,911
MB-MR.40.6,MB-MR.40,6,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.40.7,MB-MR.40,7,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,16,0,1,0,8,0,541,1,8,1,5,0.8653,1,1,865,541,1406,7,9,16,NA,NA,512,503,533,524,565,556,891,882,912,903,924,915
MB-MR.40.8,MB-MR.40,8,Prairie,MB_alvar,MB-MR,487.3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MB-MR.40.9,MB-MR.40,9,Prairie,MB_alvar,MB-MR,487.3889,1,1,1,0,1,0,6,0,1,0,2,0,94,1,1,0,0,0,1,1,0,94,94,8,10,18,NA,NA,512,502,519,509,574,564,887,877,919,909,NA,NA
MI-DRI.13.1,MI-DRI.13,1,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,8,28,0,1,0,24,0,3381,1,12,1,6,0.5774,1,1,577,3381,3958,7,10,17,231,241,512,502,526,516,560,550,887,877,912,902,925,915
MI-DRI.13.10,MI-DRI.13,1,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,22,20,0,1,0,15,0,2248,1,10,1,7,1.0437,1,1,1044,2248,3292,8,9,17,357,366,512,503,543,534,568,559,891,882,912,903,924,915
MI-DRI.13.11,MI-DRI.13,11,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,9,15,0,1,0,9,0,2024,1,8,1,7,0.8354,1,1,835,2024,2859,8,10,18,277,287,512,502,543,533,568,558,894,884,919,909,930,920
MI-DRI.13.12,MI-DRI.13,12,Alvar,GL_alvar,MI-DRI,979.8749,1,1,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18,232,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI-DRI.13.2,MI-DRI.13,2,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,12,28,0,1,0,22,0,3673,1,16,1,15,2.3761,1,1,2376,3673,6049,8,11,19,250,261,512,501,522,511,555,544,887,876,915,904,926,915
MI-DRI.13.3,MI-DRI.13,3,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,22,32,0,1,0,29,0,4852,1,19,1,16,1.7461,1,1,1746,4852,6598,8,11,19,243,254,512,501,526,515,565,554,891,880,912,901,924,913
MI-DRI.13.4,MI-DRI.13,4,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,2,23,0,1,0,22,0,2421,1,13,1,4,0.6475,1,1,648,2421,3069,8,11,19,281,292,512,501,533,522,560,549,894,883,919,908,924,913
MI-DRI.13.5,MI-DRI.13,5,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,1,10,0,1,0,4,0,418,1,1,0,0,0,1,1,0,418,418,9,9,18,219,228,512,503,529,520,574,565,887,878,905,896,NA,NA
MI-DRI.13.6,MI-DRI.13,6,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,0,1,0,10,0,1,0,9,0,704,1,3,1,2,0.2989,1,1,299,704,1003,8,10,18,NA,NA,519,509,533,523,565,555,891,881,919,909,NA,NA
MI-DRI.13.7,MI-DRI.13,7,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,0,1,0,17,0,1,0,15,0,1755,1,8,1,5,0.8515,1,1,852,1755,2607,9,12,21,NA,NA,512,500,543,531,565,553,891,879,905,893,924,912
MI-DRI.13.8,MI-DRI.13,8,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,0,1,0,14,0,1,0,10,0,1071,1,5,1,4,0.4153,1,1,415,1071,1486,9,12,21,NA,NA,512,500,533,521,573,561,891,879,912,900,925,913
MI-DRI.13.9,MI-DRI.13,9,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,0,1,0,4,0,1,0,3,0,133,1,4,1,2,0.021,1,1,21,133,154,9,10,19,NA,NA,512,502,529,519,574,564,901,891,919,909,933,923
MI-DRI.15.1,MI-DRI.15,1,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,14,47,1,1,1,39,34,2801,1,7,1,1,0.1123,1,1,112,2835,2947,8,9,17,226,235,512,503,526,517,560,551,887,878,915,906,931,922
MI-DRI.15.10,MI-DRI.15,1,Alvar,GL_alvar,MI-DRI,979.8749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI-DRI.15.11,MI-DRI.15,11,Alvar,GL_alvar,MI-DRI,979.8749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI-DRI.15.12,MI-DRI.15,12,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI-DRI.15.2,MI-DRI.15,2,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,14,36,0,1,0,30,0,4293,1,7,1,2,0.2946,1,1,295,4293,4588,8,9,17,225,234,512,503,519,510,565,556,887,878,922,913,924,915
MI-DRI.15.3,MI-DRI.15,3,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,7,13,0,1,0,10,0,1589,1,6,1,6,1.0271,1,1,1027,1589,2616,8,8,16,195,203,512,504,526,518,568,560,894,886,912,904,923,915
MI-DRI.15.4,MI-DRI.15,4,Alvar,GL_alvar,MI-DRI,979.8749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI-DRI.15.5,MI-DRI.15,5,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,8,24,0,1,0,22,0,3521,1,1,1,0,0,1,1,0,3521,3521,9,10,19,278,288,512,502,533,523,558,548,891,881,915,905,936,926
MI-DRI.15.6,MI-DRI.15,6,Alvar,GL_alvar,MI-DRI,979.8749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI-DRI.15.7,MI-DRI.15,7,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,10,27,0,1,0,23,0,3038,1,12,1,10,1.7656,1,1,1766,3038,4804,8,15,23,213,228,512,497,522,507,561,546,887,872,905,890,924,909
MI-DRI.15.8,MI-DRI.15,8,Alvar,GL_alvar,MI-DRI,979.8749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI-DRI.15.9,MI-DRI.15,9,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,1,7,0,1,0,5,0,796,1,6,1,5,0.5302,1,1,530,796,1326,10,8,18,193,201,515,507,543,535,561,553,891,883,905,897,927,919
MI-DRI.18.1,MI-DRI.18,1,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,0,1,0,17,0,1,0,16,0,2640,1,9,1,4,0.599,1,1,599,2640,3239,9,9,18,NA,NA,512,503,522,513,555,546,898,889,912,903,923,914
MI-DRI.18.10,MI-DRI.18,1,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,11,22,0,1,0,13,0,1537,1,1,1,1,0.1669,1,1,167,1537,1704,9,9,18,357,366,512,503,543,534,567,558,898,889,919,910,925,916
MI-DRI.18.11,MI-DRI.18,11,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,1,4,0,1,0,1,0,173,1,7,1,3,0.2914,1,1,291,173,464,8,10,18,246,256,512,502,522,512,555,545,887,877,908,898,922,912
MI-DRI.18.12,MI-DRI.18,12,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,10,19,NA,NA,512,502,547,537,NA,NA,NA,NA,NA,NA,NA,NA
MI-DRI.18.2,MI-DRI.18,2,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,0,1,0,30,0,1,0,23,0,4089,1,12,1,12,1.41,1,1,1410,4089,5499,7,12,19,NA,NA,512,500,529,517,558,546,887,875,912,900,924,912
MI-DRI.18.3,MI-DRI.18,3,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,2,12,0,1,0,7,0,2708,1,13,1,13,1.8149,1,1,1815,2708,4523,9,9,18,219,228,515,506,526,517,NA,NA,887,878,905,896,922,913
MI-DRI.18.4,MI-DRI.18,4,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,5,22,0,1,0,19,0,3073,1,11,1,7,0.5975,1,1,598,3073,3671,9,10,19,217,227,512,502,526,516,558,548,887,877,915,905,924,914
MI-DRI.18.5,MI-DRI.18,5,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,24,29,1,1,1,17,25,3421,1,10,1,9,1.888,1,1,1888,3446,5334,8,13,21,244,257,512,499,533,520,570,557,887,874,919,906,925,912
MI-DRI.18.6,MI-DRI.18,6,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,0,1,0,18,0,1,0,16,0,2759,1,9,1,9,1.1696,1,1,1170,2759,3929,9,12,21,NA,NA,512,500,533,521,563,551,891,879,915,903,924,912
MI-DRI.18.7,MI-DRI.18,7,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,3,27,0,1,0,23,0,4657,1,7,1,4,1.0745,1,1,1074,4657,5731,8,10,18,279,289,512,502,526,516,567,557,891,881,901,891,928,918
MI-DRI.18.8,MI-DRI.18,8,Alvar,GL_alvar,MI-DRI,979.8749,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI-DRI.18.9,MI-DRI.18,9,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,3,27,0,1,0,25,0,4746,1,11,1,9,1.8643,1,1,1864,4746,6610,11,11,22,267,278,512,501,529,518,560,549,891,880,912,901,922,911
MI-DRI.2.1,MI-DRI.2,1,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,3,19,1,1,1,17,0,2045,1,17,1,10,0.7889,1,1,789,2045,2834,5,11,16,274,285,515,504,529,518,NA,NA,898,887,912,901,924,913
MI-DRI.2.10,MI-DRI.2,1,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,1,1,9,16,0,1,0,14,0,2336,1,7,1,4,0.4285,1,1,428,2336,2764,8,10,18,356,366,512,502,533,523,555,545,901,891,919,909,929,919
MI-DRI.2.11,MI-DRI.2,11,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,0,1,0,3,0,1,0,2,0,458,1,2,1,2,0.2796,1,1,280,458,738,8,10,18,NA,NA,512,502,NA,NA,558,548,891,881,912,902,925,915
MI-DRI.2.12,MI-DRI.2,12,Alvar,GL_alvar,MI-DRI,979.8749,1,1,1,0,1,0,1,0,1,0,1,0,19,0,0,0,0,0,1,0,0,19,19,6,19,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MI-DRI.2.2,MI-DRI.2,2,Alvar,GL_alvar,MI-DRI,979.8749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
