Family.Unique,Block.ID,HabitatType,Dist.from.cg.km,No.Days.to.Germ,Region,Population,Germination.Y.N,Survival.Y.N,Flower.Y.N.2016,No.Flowers.2016,Fruit.Y.N.2016,No.Fruit.2016,sm
AB-RL_2,8,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_2,9,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_3,1,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_3,10,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_3,11,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_3,12,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_3,2,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_3,3,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_3,4,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_3,5,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_3,6,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_3,7,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_3,8,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_3,9,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_4,1,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_4,10,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_4,11,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_4,12,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_4,2,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_4,3,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_4,4,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_4,5,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_4,6,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_4,7,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_4,8,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_4,9,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_5,1,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_5,10,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_5,11,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_5,12,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_5,2,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_5,3,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_5,4,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_5,5,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_5,6,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_5,7,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_5,8,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_5,9,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_6,1,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_6,10,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_6,11,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_6,12,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_6,2,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_6,3,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_6,4,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_6,5,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_6,6,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_6,7,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_6,8,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_6,9,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_7,1,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_7,10,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_7,11,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_7,12,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_7,2,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_7,3,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_7,4,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_7,5,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_7,6,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_7,7,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_7,8,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_7,9,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_8,1,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_8,10,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_8,11,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_8,12,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_8,2,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_8,3,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_8,4,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_8,5,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_8,6,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_8,7,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_8,8,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_8,9,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_9,1,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_9,10,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_9,11,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_9,12,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_9,2,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_9,3,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_9,4,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_9,5,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_9,6,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_9,7,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_9,8,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RL_9,9,Prairie,1055.739,NA,Prairie,AB-RL,0,0,0,0,0,0,0
AB-RO_10,1,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_10,10,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_10,11,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_10,12,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_10,2,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_10,3,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_10,4,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_10,5,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_10,6,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_10,7,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_10,8,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_10,9,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_13,1,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_13,10,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_13,11,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_13,12,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_13,2,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_13,3,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_13,4,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_13,5,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_13,6,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_13,7,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_13,8,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_13,9,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_16,1,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_16,10,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_16,11,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_16,12,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_16,2,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_16,3,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_16,4,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_16,5,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_16,6,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_16,7,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_16,8,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_16,9,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_18,1,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_18,10,Prairie,1058.689,20,Prairie,AB-RO,1,0,0,0,0,0,0
AB-RO_18,11,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_18,12,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_18,2,Prairie,1058.689,14,Prairie,AB-RO,1,0,0,0,0,0,0
AB-RO_18,3,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_18,4,Prairie,1058.689,15,Prairie,AB-RO,1,1,0,0,0,0,0
AB-RO_18,5,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_18,6,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_18,7,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_18,8,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_18,9,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_19,1,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_19,10,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_19,11,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_19,12,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_19,2,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_19,3,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_19,4,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_19,5,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_19,6,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_19,7,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_19,8,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_19,9,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_20,1,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_20,10,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_20,11,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_20,12,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_20,2,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_20,3,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_20,4,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_20,5,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_20,6,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_20,7,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_20,8,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_20,9,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_5,1,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_5,10,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_5,11,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_5,12,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_5,2,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_5,3,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_5,4,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_5,5,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_5,6,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_5,7,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_5,8,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_5,9,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_6,1,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_6,10,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_6,11,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_6,12,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_6,2,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_6,3,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_6,4,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_6,5,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_6,6,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_6,7,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_6,8,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_6,9,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_8,1,Prairie,1058.689,14,Prairie,AB-RO,1,1,0,0,0,0,0
AB-RO_8,10,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_8,11,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_8,12,Prairie,1058.689,17,Prairie,AB-RO,1,0,0,0,0,0,0
AB-RO_8,2,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_8,3,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_8,4,Prairie,1058.689,13,Prairie,AB-RO,1,1,0,0,0,0,0
AB-RO_8,5,Prairie,1058.689,22,Prairie,AB-RO,1,1,0,0,0,0,0
AB-RO_8,6,Prairie,1058.689,14,Prairie,AB-RO,1,1,0,0,0,0,0
AB-RO_8,7,Prairie,1058.689,20,Prairie,AB-RO,1,1,0,0,0,0,0
AB-RO_8,8,Prairie,1058.689,16,Prairie,AB-RO,1,0,0,0,0,0,0
AB-RO_8,9,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_9,1,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_9,10,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_9,11,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_9,12,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_9,2,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_9,3,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_9,4,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_9,5,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_9,6,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_9,7,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_9,8,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
AB-RO_9,9,Prairie,1058.689,NA,Prairie,AB-RO,0,0,0,0,0,0,0
CAR-NBA_1,1,Alvar,1368.191,12,GL_alvar,CAR-NBA,1,1,1,27,0,0,0
CAR-NBA_1,10,Alvar,1368.191,10,GL_alvar,CAR-NBA,1,1,1,4,0,0,0
CAR-NBA_1,11,Alvar,1368.191,9,GL_alvar,CAR-NBA,1,1,1,8,0,0,0
CAR-NBA_1,12,Alvar,1368.191,12,GL_alvar,CAR-NBA,1,1,0,0,0,0,0
CAR-NBA_1,2,Alvar,1368.191,13,GL_alvar,CAR-NBA,1,1,1,2,0,0,0
CAR-NBA_1,3,Alvar,1368.191,11,GL_alvar,CAR-NBA,1,1,1,45,1,3,0
CAR-NBA_1,4,Alvar,1368.191,8,GL_alvar,CAR-NBA,1,1,1,2,0,0,0
CAR-NBA_1,6,Alvar,1368.191,11,GL_alvar,CAR-NBA,1,1,1,23,1,1,9
CAR-NBA_1,7,Alvar,1368.191,NA,GL_alvar,CAR-NBA,0,0,0,0,0,0,0
CAR-NBA_1,8,Alvar,1368.191,NA,GL_alvar,CAR-NBA,0,0,0,0,0,0,0
CAR-NBA_1,9,Alvar,1368.191,8,GL_alvar,CAR-NBA,1,1,0,0,0,0,0
CAR-NBA_10,1,Alvar,1368.191,11,GL_alvar,CAR-NBA,1,1,1,1,1,1,4
CAR-NBA_10,10,Alvar,1368.191,8,GL_alvar,CAR-NBA,1,1,1,1,0,0,0
CAR-NBA_10,11,Alvar,1368.191,25,GL_alvar,CAR-NBA,1,1,0,0,0,0,0
CAR-NBA_10,12,Alvar,1368.191,NA,GL_alvar,CAR-NBA,0,0,0,0,0,0,0
CAR-NBA_10,2,Alvar,1368.191,9,GL_alvar,CAR-NBA,1,1,0,0,0,0,0
CAR-NBA_10,3,Alvar,1368.191,9,GL_alvar,CAR-NBA,1,1,1,6,0,0,0
CAR-NBA_10,4,Alvar,1368.191,NA,GL_alvar,CAR-NBA,0,0,0,0,0,0,0
CAR-NBA_10,5,Alvar,1368.191,10,GL_alvar,CAR-NBA,1,1,1,3,0,0,0
CAR-NBA_10,6,Alvar,1368.191,NA,GL_alvar,CAR-NBA,0,0,0,0,0,0,0
CAR-NBA_10,7,Alvar,1368.191,NA,GL_alvar,CAR-NBA,0,0,0,0,0,0,0
CAR-NBA_10,8,Alvar,1368.191,NA,GL_alvar,CAR-NBA,0,0,0,0,0,0,0
CAR-NBA_10,9,Alvar,1368.191,NA,GL_alvar,CAR-NBA,0,0,0,0,0,0,0
CAR-NBA_11,1,Alvar,1368.191,10,GL_alvar,CAR-NBA,1,1,1,15,0,0,0
CAR-NBA_11,10,Alvar,1368.191,10,GL_alvar,CAR-NBA,1,1,1,8,0,0,0
CAR-NBA_11,11,Alvar,1368.191,8,GL_alvar,CAR-NBA,1,1,1,1,0,0,0
CAR-NBA_11,12,Alvar,1368.191,8,GL_alvar,CAR-NBA,1,1,0,0,0,0,0
CAR-NBA_11,2,Alvar,1368.191,8,GL_alvar,CAR-NBA,1,1,1,26,0,0,0
CAR-NBA_11,3,Alvar,1368.191,10,GL_alvar,CAR-NBA,1,1,0,0,0,0,0
CAR-NBA_11,4,Alvar,1368.191,NA,GL_alvar,CAR-NBA,0,0,0,0,0,0,0
CAR-NBA_11,5,Alvar,1368.191,9,GL_alvar,CAR-NBA,1,1,1,11,1,1,5
CAR-NBA_11,6,Alvar,1368.191,NA,GL_alvar,CAR-NBA,0,0,0,0,0,0,0
CAR-NBA_11,7,Alvar,1368.191,8,GL_alvar,CAR-NBA,1,1,1,2,0,0,0
CAR-NBA_11,8,Alvar,1368.191,9,GL_alvar,CAR-NBA,1,1,1,14,0,0,0
CAR-NBA_11,9,Alvar,1368.191,12,GL_alvar,CAR-NBA,1,1,1,1,0,0,0
CAR-NBA_12,1,Alvar,1368.191,11,GL_alvar,CAR-NBA,1,1,1,26,1,1,6
CAR-NBA_12,10,Alvar,1368.191,10,GL_alvar,CAR-NBA,1,1,1,13,1,2,28
CAR-NBA_12,11,Alvar,1368.191,12,GL_alvar,CAR-NBA,1,1,0,0,0,0,0
CAR-NBA_12,12,Alvar,1368.191,8,GL_alvar,CAR-NBA,1,1,0,0,0,0,0
CAR-NBA_12,2,Alvar,1368.191,8,GL_alvar,CAR-NBA,1,1,1,1,0,0,0
CAR-NBA_12,3,Alvar,1368.191,12,GL_alvar,CAR-NBA,1,1,0,0,0,0,0
CAR-NBA_12,4,Alvar,1368.191,NA,GL_alvar,CAR-NBA,0,0,0,0,0,0,0
CAR-NBA_12,5,Alvar,1368.191,11,GL_alvar,CAR-NBA,1,1,1,2,0,0,0
CAR-NBA_12,6,Alvar,1368.191,NA,GL_alvar,CAR-NBA,0,0,0,0,0,0,0
CAR-NBA_12,7,Alvar,1368.191,9,GL_alvar,CAR-NBA,1,1,1,4,0,0,0
CAR-NBA_12,8,Alvar,1368.191,18,GL_alvar,CAR-NBA,1,1,1,10,1,1,12
CAR-NBA_12,9,Alvar,1368.191,8,GL_alvar,CAR-NBA,1,1,0,0,0,0,0
CAR-NBA_13,1,Alvar,1368.191,8,GL_alvar,CAR-NBA,1,1,1,10,1,4,96
CAR-NBA_13,10,Alvar,1368.191,10,GL_alvar,CAR-NBA,1,1,1,12,0,0,0
CAR-NBA_13,11,Alvar,1368.191,10,GL_alvar,CAR-NBA,1,1,1,33,1,3,0
CAR-NBA_13,12,Alvar,1368.191,13,GL_alvar,CAR-NBA,1,1,1,1,0,0,0
CAR-NBA_13,2,Alvar,1368.191,12,GL_alvar,CAR-NBA,1,1,1,22,1,14,338
CAR-NBA_13,3,Alvar,1368.191,11,GL_alvar,CAR-NBA,1,1,1,10,1,2,56
CAR-NBA_13,4,Alvar,1368.191,9,GL_alvar,CAR-NBA,1,1,1,9,1,3,71
CAR-NBA_13,5,Alvar,1368.191,8,GL_alvar,CAR-NBA,1,1,1,9,1,2,61
CAR-NBA_13,6,Alvar,1368.191,10,GL_alvar,CAR-NBA,1,1,1,16,1,6,141
CAR-NBA_13,7,Alvar,1368.191,11,GL_alvar,CAR-NBA,1,1,1,45,1,9,0
CAR-NBA_13,8,Alvar,1368.191,9,GL_alvar,CAR-NBA,1,1,1,2,1,9,98
CAR-NBA_13,9,Alvar,1368.191,12,GL_alvar,CAR-NBA,1,1,1,7,0,0,0
CAR-NBA_21,1,Alvar,1368.191,10,GL_alvar,CAR-NBA,1,1,1,8,0,0,0
CAR-NBA_21,10,Alvar,1368.191,12,GL_alvar,CAR-NBA,1,1,1,1,0,0,0
CAR-NBA_21,11,Alvar,1368.191,10,GL_alvar,CAR-NBA,1,1,0,0,0,0,0
CAR-NBA_21,12,Alvar,1368.191,14,GL_alvar,CAR-NBA,1,1,0,0,0,0,0
CAR-NBA_21,2,Alvar,1368.191,15,GL_alvar,CAR-NBA,1,1,1,4,0,0,0
CAR-NBA_21,3,Alvar,1368.191,10,GL_alvar,CAR-NBA,1,1,0,0,0,0,0
CAR-NBA_21,4,Alvar,1368.191,NA,GL_alvar,CAR-NBA,0,0,0,0,0,0,0
CAR-NBA_21,5,Alvar,1368.191,10,GL_alvar,CAR-NBA,1,1,1,25,0,0,0
CAR-NBA_21,6,Alvar,1368.191,9,GL_alvar,CAR-NBA,1,1,1,4,0,0,0
CAR-NBA_21,7,Alvar,1368.191,9,GL_alvar,CAR-NBA,1,1,1,5,0,0,0
CAR-NBA_21,8,Alvar,1368.191,NA,GL_alvar,CAR-NBA,0,0,0,0,0,0,0
CAR-NBA_21,9,Alvar,1368.191,9,GL_alvar,CAR-NBA,1,1,0,0,0,0,0
CAR-NBA_3,1,Alvar,1368.191,12,GL_alvar,CAR-NBA,1,1,1,9,0,0,0
CAR-NBA_3,10,Alvar,1368.191,8,GL_alvar,CAR-NBA,1,1,1,4,0,0,0
CAR-NBA_3,11,Alvar,1368.191,10,GL_alvar,CAR-NBA,1,1,0,0,0,0,0
CAR-NBA_3,12,Alvar,1368.191,NA,GL_alvar,CAR-NBA,0,0,0,0,0,0,0
