Population,Family.Unique,Block.ID,HabitatType,Region,No.Days.to.Germ,Dist.from.cg.km,Germination.Y.N,Survival.Y.N,Survival.Y.N.2017,Flower.Y.N.2016,Flower.Y.N.2017,No.Flowers.2016,Total.Flowers.2017,Fruit.Y.N.2016,Fruit.Y.N.2017,No.Fruit.2016,No.Fruit.2017,sm,sm.2,Surv2017,sm2017,PC1,PC2,flw.no2017
MAN-KIP,MAN-KIP_4,9,Alvar,GL_alvar,15,1071.794,1,1,1,0,1,0,7,0,1,0,5,0,433,1,433,1.899202381,2.000344802,7
MAN-KIP,MAN-KIP_9,2,Alvar,GL_alvar,11,1071.794,1,1,1,0,1,0,3,0,1,0,2,0,108,1,108,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_9,10,Alvar,GL_alvar,9,1071.794,1,1,1,1,1,1,14,1,1,1,12,0,1631,1,1631,1.899202381,2.000344802,14
MAN-KIP,MAN-KIP_9,11,Alvar,GL_alvar,14,1071.794,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_9,12,Alvar,GL_alvar,12,1071.794,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_9,6,Alvar,GL_alvar,11,1071.794,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_9,3,Alvar,GL_alvar,13,1071.794,1,1,1,1,1,1,14,0,0,0,0,0,0,1,0,1.899202381,2.000344802,14
MAN-KIP,MAN-KIP_9,4,Alvar,GL_alvar,10,1071.794,1,1,1,0,1,0,6,0,1,0,2,0,89,1,89,1.899202381,2.000344802,6
MAN-KIP,MAN-KIP_9,5,Alvar,GL_alvar,12,1071.794,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_9,7,Alvar,GL_alvar,15,1071.794,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0,1.899202381,2.000344802,2
MAN-KIP,MAN-KIP_9,8,Alvar,GL_alvar,12,1071.794,1,1,1,0,1,0,11,0,1,0,6,0,798,1,798,1.899202381,2.000344802,11
MAN-KIP,MAN-KIP_9,9,Alvar,GL_alvar,13,1071.794,1,1,1,0,1,0,3,0,1,0,3,0,262,1,262,1.899202381,2.000344802,3
MAN-LCI,MAN-LCI_9,2,Alvar,GL_alvar,9,1118.294,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_11,1,Alvar,GL_alvar,10,1118.294,1,1,1,1,1,2,17,0,1,0,15,0,1646,1,1646,1.264880673,2.706327478,17
MAN-LCI,MAN-LCI_11,11,Alvar,GL_alvar,9,1118.294,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_11,12,Alvar,GL_alvar,9,1118.294,1,1,1,1,0,3,0,0,0,0,0,0,0,1,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_11,2,Alvar,GL_alvar,8,1118.294,1,1,1,0,1,0,2,0,1,0,1,0,25,1,25,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_11,3,Alvar,GL_alvar,8,1118.294,1,1,1,0,1,0,1,0,1,0,1,0,22,1,22,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_11,5,Alvar,GL_alvar,10,1118.294,1,1,1,0,1,0,9,0,1,0,2,0,154,1,154,1.264880673,2.706327478,9
MAN-LCI,MAN-LCI_11,6,Alvar,GL_alvar,9,1118.294,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_11,7,Alvar,GL_alvar,10,1118.294,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_11,8,Alvar,GL_alvar,9,1118.294,1,1,1,0,1,0,5,0,1,0,3,0,153,1,153,1.264880673,2.706327478,5
MAN-LCI,MAN-LCI_12,1,Alvar,GL_alvar,9,1118.294,1,1,1,1,1,4,7,0,1,0,4,0,317,1,317,1.264880673,2.706327478,7
MAN-LCI,MAN-LCI_12,10,Alvar,GL_alvar,10,1118.294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_12,11,Alvar,GL_alvar,10,1118.294,1,1,1,0,1,0,2,0,1,0,0,0,0,1,0,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_12,2,Alvar,GL_alvar,10,1118.294,1,1,1,1,1,8,7,0,1,0,7,0,636,1,636,1.264880673,2.706327478,7
MAN-LCI,MAN-LCI_12,3,Alvar,GL_alvar,12,1118.294,1,1,1,0,1,0,12,0,1,0,7,0,656,1,656,1.264880673,2.706327478,12
MAN-LCI,MAN-LCI_12,4,Alvar,GL_alvar,11,1118.294,1,1,1,1,1,6,20,0,1,0,12,0,619,1,619,1.264880673,2.706327478,20
MAN-LCI,MAN-LCI_12,5,Alvar,GL_alvar,10,1118.294,1,1,1,1,1,8,10,0,1,0,6,0,303,1,303,1.264880673,2.706327478,10
MAN-LCI,MAN-LCI_12,6,Alvar,GL_alvar,10,1118.294,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_12,7,Alvar,GL_alvar,12,1118.294,1,1,1,1,1,3,9,0,1,0,5,0,514,1,514,1.264880673,2.706327478,9
MAN-LCI,MAN-LCI_12,8,Alvar,GL_alvar,12,1118.294,1,1,1,1,1,4,4,0,1,0,3,0,210,1,210,1.264880673,2.706327478,4
MAN-LCI,MAN-LCI_12,9,Alvar,GL_alvar,9,1118.294,1,1,1,0,1,0,4,0,1,0,3,0,241,1,241,1.264880673,2.706327478,4
MAN-LCI,MAN-LCI_13,1,Alvar,GL_alvar,9,1118.294,1,1,1,0,1,0,5,0,1,0,0,0,0,1,0,1.264880673,2.706327478,5
MAN-LCI,MAN-LCI_13,10,Alvar,GL_alvar,9,1118.294,1,1,1,1,1,11,3,0,1,0,2,0,275,1,275,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_13,11,Alvar,GL_alvar,10,1118.294,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_13,2,Alvar,GL_alvar,11,1118.294,1,1,1,1,1,1,3,0,1,0,0,0,0,1,0,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_13,3,Alvar,GL_alvar,9,1118.294,1,1,1,1,1,6,7,0,0,0,0,0,0,1,0,1.264880673,2.706327478,7
MAN-LCI,MAN-LCI_13,4,Alvar,GL_alvar,8,1118.294,1,1,1,1,1,8,8,0,1,0,0,0,0,1,0,1.264880673,2.706327478,8
MAN-LCI,MAN-LCI_13,5,Alvar,GL_alvar,10,1118.294,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_13,6,Alvar,GL_alvar,8,1118.294,1,1,1,1,1,7,16,0,1,0,13,0,1513,1,1513,1.264880673,2.706327478,16
MAN-LCI,MAN-LCI_13,7,Alvar,GL_alvar,9,1118.294,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_13,8,Alvar,GL_alvar,13,1118.294,1,1,1,1,1,1,2,0,1,0,0,0,0,1,0,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_15,1,Alvar,GL_alvar,11,1118.294,1,1,1,1,1,3,14,0,1,0,9,0,685,1,685,1.264880673,2.706327478,14
MAN-LCI,MAN-LCI_15,10,Alvar,GL_alvar,12,1118.294,1,1,1,0,1,0,3,0,1,0,2,0,65,1,65,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_15,2,Alvar,GL_alvar,9,1118.294,1,1,1,1,1,1,9,0,1,0,7,0,759,1,759,1.264880673,2.706327478,9
MAN-LCI,MAN-LCI_15,3,Alvar,GL_alvar,12,1118.294,1,1,1,1,1,3,7,1,1,1,3,27,355,1,382,1.264880673,2.706327478,7
MAN-LCI,MAN-LCI_15,4,Alvar,GL_alvar,9,1118.294,1,1,1,1,1,21,27,0,1,0,23,0,1828,1,1828,1.264880673,2.706327478,27
MAN-LCI,MAN-LCI_15,5,Alvar,GL_alvar,9,1118.294,1,1,1,1,1,10,11,0,1,0,7,0,667,1,667,1.264880673,2.706327478,11
MAN-LCI,MAN-LCI_15,6,Alvar,GL_alvar,10,1118.294,1,1,1,0,1,0,25,0,1,0,19,0,1676,1,1676,1.264880673,2.706327478,25
MAN-LCI,MAN-LCI_15,7,Alvar,GL_alvar,11,1118.294,1,1,1,0,1,0,13,0,1,0,13,0,2481,1,2481,1.264880673,2.706327478,13
MAN-LCI,MAN-LCI_15,8,Alvar,GL_alvar,10,1118.294,1,1,1,0,1,0,11,0,1,0,8,0,1141,1,1141,1.264880673,2.706327478,11
MAN-LCI,MAN-LCI_15,9,Alvar,GL_alvar,12,1118.294,1,1,1,0,1,0,2,0,1,0,2,0,107,1,107,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_2,1,Alvar,GL_alvar,9,1118.294,1,1,1,0,1,0,11,0,1,0,9,0,1059,1,1059,1.264880673,2.706327478,11
MAN-LCI,MAN-LCI_2,10,Alvar,GL_alvar,9,1118.294,1,1,1,1,1,5,6,0,1,0,4,0,526,1,526,1.264880673,2.706327478,6
MAN-LCI,MAN-LCI_2,4,Alvar,GL_alvar,9,1118.294,1,1,1,1,1,2,12,0,1,0,7,0,734,1,734,1.264880673,2.706327478,12
MAN-LCI,MAN-LCI_2,7,Alvar,GL_alvar,10,1118.294,1,1,1,1,1,23,27,0,1,0,20,0,2624,1,2624,1.264880673,2.706327478,27
MAN-LCI,MAN-LCI_2,8,Alvar,GL_alvar,11,1118.294,1,1,1,1,1,1,15,0,1,0,13,0,1868,1,1868,1.264880673,2.706327478,15
MAN-LCI,MAN-LCI_21,1,Alvar,GL_alvar,15,1118.294,1,1,1,0,1,0,6,0,1,0,2,0,142,1,142,1.264880673,2.706327478,6
MAN-LCI,MAN-LCI_21,10,Alvar,GL_alvar,10,1118.294,1,1,1,1,1,1,3,0,1,0,0,0,0,1,0,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_21,5,Alvar,GL_alvar,13,1118.294,1,1,1,0,1,0,12,0,1,0,6,0,510,1,510,1.264880673,2.706327478,12
MAN-LCI,MAN-LCI_21,6,Alvar,GL_alvar,20,1118.294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_21,8,Alvar,GL_alvar,17,1118.294,1,1,1,0,1,0,1,0,1,0,1,0,116,1,116,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_21,9,Alvar,GL_alvar,14,1118.294,1,1,1,0,1,0,2,0,1,0,1,0,138,1,138,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_24,5,Alvar,GL_alvar,9,1118.294,1,1,1,0,1,0,12,0,1,0,7,0,776,1,776,1.264880673,2.706327478,12
MAN-LCI,MAN-LCI_24,6,Alvar,GL_alvar,9,1118.294,1,1,1,1,1,1,22,0,1,0,19,0,2925,1,2925,1.264880673,2.706327478,22
MAN-LCI,MAN-LCI_24,9,Alvar,GL_alvar,11,1118.294,1,1,1,1,1,1,23,0,1,0,20,0,3253,1,3253,1.264880673,2.706327478,23
MAN-LCI,MAN-LCI_3,10,Alvar,GL_alvar,9,1118.294,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_3,12,Alvar,GL_alvar,11,1118.294,1,1,1,1,1,7,14,0,1,0,9,0,1254,1,1254,1.264880673,2.706327478,14
MAN-LCI,MAN-LCI_3,2,Alvar,GL_alvar,12,1118.294,1,1,1,0,1,0,5,0,1,0,3,0,265,1,265,1.264880673,2.706327478,5
MAN-LCI,MAN-LCI_3,4,Alvar,GL_alvar,12,1118.294,1,1,1,1,1,1,11,0,1,0,6,0,1036,1,1036,1.264880673,2.706327478,11
MAN-LCI,MAN-LCI_3,6,Alvar,GL_alvar,9,1118.294,1,1,1,0,1,0,2,0,1,0,2,0,216,1,216,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_3,7,Alvar,GL_alvar,8,1118.294,1,1,1,0,1,0,7,0,1,0,5,0,827,1,827,1.264880673,2.706327478,7
MAN-LCI,MAN-LCI_3,8,Alvar,GL_alvar,11,1118.294,1,1,1,0,1,0,13,0,1,0,11,0,2200,1,2200,1.264880673,2.706327478,13
MAN-LCI,MAN-LCI_3,9,Alvar,GL_alvar,8,1118.294,1,1,1,0,1,0,3,0,1,0,1,0,22,1,22,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_8,11,Alvar,GL_alvar,10,1118.294,1,1,1,0,1,0,16,0,1,0,12,0,804,1,804,1.264880673,2.706327478,16
MAN-LCI,MAN-LCI_8,12,Alvar,GL_alvar,10,1118.294,1,1,1,0,1,0,3,0,0,0,0,0,0,1,0,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_8,2,Alvar,GL_alvar,14,1118.294,1,1,1,0,1,0,8,0,1,0,8,0,611,1,611,1.264880673,2.706327478,8
MAN-LCI,MAN-LCI_8,3,Alvar,GL_alvar,10,1118.294,1,1,1,0,1,0,10,0,1,0,7,0,465,1,465,1.264880673,2.706327478,10
MAN-LCI,MAN-LCI_8,4,Alvar,GL_alvar,10,1118.294,1,1,1,0,1,0,16,0,1,0,13,0,699,1,699,1.264880673,2.706327478,16
MAN-LCI,MAN-LCI_8,5,Alvar,GL_alvar,11,1118.294,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_8,7,Alvar,GL_alvar,16,1118.294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_8,8,Alvar,GL_alvar,17,1118.294,1,1,1,0,1,0,3,0,0,0,0,0,0,1,0,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_8,9,Alvar,GL_alvar,10,1118.294,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_9,1,Alvar,GL_alvar,10,1118.294,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_9,10,Alvar,GL_alvar,9,1118.294,1,1,1,0,1,0,10,0,1,0,9,0,574,1,574,1.264880673,2.706327478,10
MAN-LCI,MAN-LCI_9,12,Alvar,GL_alvar,11,1118.294,1,1,1,0,1,0,9,0,1,0,7,0,525,1,525,1.264880673,2.706327478,9
MAN-LCI,MAN-LCI_9,5,Alvar,GL_alvar,12,1118.294,1,1,1,0,1,0,3,0,1,0,1,0,121,1,121,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_9,4,Alvar,GL_alvar,9,1118.294,1,1,1,1,1,7,25,0,1,0,21,0,1833,1,1833,1.264880673,2.706327478,25
MAN-LCI,MAN-LCI_9,9,Alvar,GL_alvar,10,1118.294,1,1,1,0,1,0,8,0,1,0,8,0,832,1,832,1.264880673,2.706327478,8
MAN-LCI,MAN-LCI_9,7,Alvar,GL_alvar,11,1118.294,1,1,1,0,1,0,9,0,1,0,8,0,966,1,966,1.264880673,2.706327478,9
MAN-LCI,MAN-LCI_9,8,Alvar,GL_alvar,10,1118.294,1,1,1,1,1,1,31,0,1,0,28,0,2761,1,2761,1.264880673,2.706327478,31
MAN-MIS,MAN-MIS_8,6,Alvar,GL_alvar,12,1056.428,1,1,1,1,1,5,12,0,1,0,6,0,419,1,419,1.992726249,1.986901033,12
MAN-MIS,MAN-MIS_8,5,Alvar,GL_alvar,8,1056.428,1,1,1,0,1,0,7,0,1,0,4,0,57,1,57,1.992726249,1.986901033,7
MAN-MIS,MAN-MIS_11,1,Alvar,GL_alvar,8,1056.428,1,1,1,0,1,0,21,0,1,0,16,0,704,1,704,1.992726249,1.986901033,21
MAN-MIS,MAN-MIS_11,2,Alvar,GL_alvar,14,1056.428,1,1,1,0,1,0,26,0,1,0,19,0,1667,1,1667,1.992726249,1.986901033,26
MAN-MIS,MAN-MIS_11,3,Alvar,GL_alvar,12,1056.428,1,1,1,0,1,0,20,0,1,0,14,0,1038,1,1038,1.992726249,1.986901033,20
MAN-MIS,MAN-MIS_11,4,Alvar,GL_alvar,14,1056.428,1,1,1,0,1,0,3,0,0,0,0,0,0,1,0,1.992726249,1.986901033,3
MAN-MIS,MAN-MIS_11,5,Alvar,GL_alvar,14,1056.428,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_11,6,Alvar,GL_alvar,9,1056.428,1,1,1,0,1,0,19,0,1,0,12,0,990,1,990,1.992726249,1.986901033,19
MAN-MIS,MAN-MIS_11,7,Alvar,GL_alvar,12,1056.428,1,1,1,0,1,0,13,0,1,0,7,0,402,1,402,1.992726249,1.986901033,13
MAN-MIS,MAN-MIS_11,8,Alvar,GL_alvar,10,1056.428,1,1,1,1,1,2,27,0,1,0,17,0,1308,1,1308,1.992726249,1.986901033,27
MAN-MIS,MAN-MIS_11,9,Alvar,GL_alvar,11,1056.428,1,1,1,0,1,0,2,0,1,0,1,0,79,1,79,1.992726249,1.986901033,2
MAN-MIS,MAN-MIS_18,1,Alvar,GL_alvar,11,1056.428,1,1,1,1,1,4,18,0,1,0,12,0,867,1,867,1.992726249,1.986901033,18
MAN-MIS,MAN-MIS_18,10,Alvar,GL_alvar,10,1056.428,1,1,1,1,1,11,19,0,1,0,15,0,1995,1,1995,1.992726249,1.986901033,19
MAN-MIS,MAN-MIS_18,5,Alvar,GL_alvar,12,1056.428,1,1,1,0,1,0,8,0,1,0,5,0,219,1,219,1.992726249,1.986901033,8
MAN-MIS,MAN-MIS_18,7,Alvar,GL_alvar,13,1056.428,1,1,1,1,1,2,11,0,1,0,10,0,1241,1,1241,1.992726249,1.986901033,11
MAN-MIS,MAN-MIS_20,1,Alvar,GL_alvar,8,1056.428,1,1,1,1,1,7,24,0,1,0,7,0,557,1,557,1.992726249,1.986901033,24
MAN-MIS,MAN-MIS_20,11,Alvar,GL_alvar,8,1056.428,1,1,1,1,1,2,12,0,1,0,5,0,348,1,348,1.992726249,1.986901033,12
MAN-MIS,MAN-MIS_20,12,Alvar,GL_alvar,10,1056.428,1,1,1,1,1,17,10,0,1,0,3,0,218,1,218,1.992726249,1.986901033,10
MAN-MIS,MAN-MIS_20,2,Alvar,GL_alvar,9,1056.428,1,1,1,1,1,1,18,0,1,0,6,0,224,1,224,1.992726249,1.986901033,18
MAN-MIS,MAN-MIS_20,3,Alvar,GL_alvar,9,1056.428,1,1,1,0,1,0,3,0,1,0,2,0,110,1,110,1.992726249,1.986901033,3
MAN-MIS,MAN-MIS_20,4,Alvar,GL_alvar,8,1056.428,1,1,1,1,1,4,10,1,1,2,5,53,209,1,262,1.992726249,1.986901033,10
MAN-MIS,MAN-MIS_20,5,Alvar,GL_alvar,8,1056.428,1,1,1,1,1,9,12,1,1,1,2,6,156,1,162,1.992726249,1.986901033,12
MAN-MIS,MAN-MIS_20,7,Alvar,GL_alvar,8,1056.428,1,1,1,1,1,15,12,0,1,0,3,0,365,1,365,1.992726249,1.986901033,12
MAN-MIS,MAN-MIS_20,8,Alvar,GL_alvar,8,1056.428,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_20,9,Alvar,GL_alvar,8,1056.428,1,1,1,0,1,0,1,0,1,0,1,0,55,1,55,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_23,1,Alvar,GL_alvar,12,1056.428,1,1,1,0,1,0,27,0,1,0,21,0,1748,1,1748,1.992726249,1.986901033,27
MAN-MIS,MAN-MIS_23,10,Alvar,GL_alvar,11,1056.428,1,1,1,0,1,0,11,0,1,0,6,0,516,1,516,1.992726249,1.986901033,11
MAN-MIS,MAN-MIS_23,12,Alvar,GL_alvar,12,1056.428,1,1,1,0,1,0,9,0,1,0,7,0,767,1,767,1.992726249,1.986901033,9
MAN-MIS,MAN-MIS_23,2,Alvar,GL_alvar,11,1056.428,1,1,1,0,1,0,11,0,1,0,6,0,273,1,273,1.992726249,1.986901033,11
MAN-MIS,MAN-MIS_23,3,Alvar,GL_alvar,9,1056.428,1,1,1,0,1,0,14,0,1,0,4,0,527,1,527,1.992726249,1.986901033,14
MAN-MIS,MAN-MIS_23,4,Alvar,GL_alvar,9,1056.428,1,1,1,1,1,4,13,0,1,0,4,0,534,1,534,1.992726249,1.986901033,13
MAN-MIS,MAN-MIS_23,5,Alvar,GL_alvar,12,1056.428,1,1,1,1,1,1,26,1,1,1,19,4,1918,1,1922,1.992726249,1.986901033,26
MAN-MIS,MAN-MIS_23,6,Alvar,GL_alvar,10,1056.428,1,1,1,1,1,9,19,0,1,0,14,0,2168,1,2168,1.992726249,1.986901033,19
MAN-MIS,MAN-MIS_23,7,Alvar,GL_alvar,12,1056.428,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_23,8,Alvar,GL_alvar,11,1056.428,1,1,1,1,1,5,11,0,1,0,2,0,210,1,210,1.992726249,1.986901033,11
MAN-MIS,MAN-MIS_23,9,Alvar,GL_alvar,9,1056.428,1,1,1,1,1,5,19,0,1,0,15,0,1744,1,1744,1.992726249,1.986901033,19
MAN-MIS,MAN-MIS_27,1,Alvar,GL_alvar,12,1056.428,1,1,1,0,1,0,22,0,1,0,13,0,1240,1,1240,1.992726249,1.986901033,22
MAN-MIS,MAN-MIS_27,10,Alvar,GL_alvar,9,1056.428,1,1,1,1,1,15,17,0,1,0,8,0,645,1,645,1.992726249,1.986901033,17
MAN-MIS,MAN-MIS_27,2,Alvar,GL_alvar,8,1056.428,1,1,1,1,1,6,25,0,1,0,13,0,853,1,853,1.992726249,1.986901033,25
MAN-MIS,MAN-MIS_27,3,Alvar,GL_alvar,12,1056.428,1,1,1,0,1,0,6,0,1,0,3,0,1140,1,1140,1.992726249,1.986901033,6
MAN-MIS,MAN-MIS_27,5,Alvar,GL_alvar,10,1056.428,1,1,1,0,1,0,3,0,0,0,0,0,0,1,0,1.992726249,1.986901033,3
MAN-MIS,MAN-MIS_27,6,Alvar,GL_alvar,12,1056.428,1,1,1,0,1,0,14,0,1,0,9,0,983,1,983,1.992726249,1.986901033,14
MAN-MIS,MAN-MIS_27,7,Alvar,GL_alvar,9,1056.428,1,1,1,1,1,15,31,0,1,0,20,0,1833,1,1833,1.992726249,1.986901033,31
MAN-MIS,MAN-MIS_27,8,Alvar,GL_alvar,9,1056.428,1,1,1,0,1,0,43,0,1,0,25,0,1862,1,1862,1.992726249,1.986901033,43
MAN-MIS,MAN-MIS_27,9,Alvar,GL_alvar,11,1056.428,1,1,1,0,1,0,14,0,1,0,10,0,810,1,810,1.992726249,1.986901033,14
MAN-MIS,MAN-MIS_30,1,Alvar,GL_alvar,14,1056.428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_30,11,Alvar,GL_alvar,11,1056.428,1,1,1,1,1,5,8,0,1,0,3,0,326,1,326,1.992726249,1.986901033,8
MAN-MIS,MAN-MIS_30,12,Alvar,GL_alvar,10,1056.428,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_30,3,Alvar,GL_alvar,9,1056.428,1,1,1,0,1,0,3,0,0,0,0,0,0,1,0,1.992726249,1.986901033,3
MAN-MIS,MAN-MIS_30,4,Alvar,GL_alvar,15,1056.428,1,1,1,0,1,0,10,0,1,0,4,0,448,1,448,1.992726249,1.986901033,10
MAN-MIS,MAN-MIS_30,5,Alvar,GL_alvar,13,1056.428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_30,6,Alvar,GL_alvar,9,1056.428,1,1,1,0,1,0,12,0,1,0,2,0,217,1,217,1.992726249,1.986901033,12
MAN-MIS,MAN-MIS_30,7,Alvar,GL_alvar,10,1056.428,1,1,1,0,1,0,5,0,1,0,4,0,394,1,394,1.992726249,1.986901033,5
MAN-MIS,MAN-MIS_30,8,Alvar,GL_alvar,12,1056.428,1,1,1,0,1,0,1,0,1,0,1,0,75,1,75,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_30,9,Alvar,GL_alvar,9,1056.428,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_32,1,Alvar,GL_alvar,12,1056.428,1,1,1,0,1,0,6,0,1,0,5,0,767,1,767,1.992726249,1.986901033,6
MAN-MIS,MAN-MIS_32,10,Alvar,GL_alvar,11,1056.428,1,1,1,0,1,0,7,0,1,0,5,0,275,1,275,1.992726249,1.986901033,7
MAN-MIS,MAN-MIS_32,11,Alvar,GL_alvar,12,1056.428,1,1,1,1,1,6,11,0,1,0,8,0,433,1,433,1.992726249,1.986901033,11
MAN-MIS,MAN-MIS_32,12,Alvar,GL_alvar,19,1056.428,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_32,2,Alvar,GL_alvar,13,1056.428,1,1,1,0,1,0,15,0,1,0,8,0,968,1,968,1.992726249,1.986901033,15
MAN-MIS,MAN-MIS_32,3,Alvar,GL_alvar,12,1056.428,1,1,1,0,1,0,6,0,1,0,3,0,330,1,330,1.992726249,1.986901033,6
MAN-MIS,MAN-MIS_32,4,Alvar,GL_alvar,12,1056.428,1,1,1,0,1,0,19,0,1,0,8,0,1094,1,1094,1.992726249,1.986901033,19
MAN-MIS,MAN-MIS_32,5,Alvar,GL_alvar,10,1056.428,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0,1.992726249,1.986901033,2
MAN-MIS,MAN-MIS_32,6,Alvar,GL_alvar,12,1056.428,1,1,1,0,1,0,4,0,1,0,1,0,42,1,42,1.992726249,1.986901033,4
MAN-MIS,MAN-MIS_32,7,Alvar,GL_alvar,12,1056.428,1,1,1,0,1,0,11,0,1,0,4,0,528,1,528,1.992726249,1.986901033,11
MAN-MIS,MAN-MIS_32,8,Alvar,GL_alvar,14,1056.428,1,1,1,1,1,2,27,0,1,0,20,0,2809,1,2809,1.992726249,1.986901033,27
MAN-MIS,MAN-MIS_32,9,Alvar,GL_alvar,14,1056.428,1,1,1,0,1,0,5,0,1,0,2,0,461,1,461,1.992726249,1.986901033,5
MAN-MIS,MAN-MIS_36,1,Alvar,GL_alvar,11,1056.428,1,1,1,0,1,0,12,0,1,0,3,0,106,1,106,1.992726249,1.986901033,12
MAN-MIS,MAN-MIS_36,10,Alvar,GL_alvar,8,1056.428,1,1,1,1,1,13,18,0,1,0,13,0,1780,1,1780,1.992726249,1.986901033,18
MAN-MIS,MAN-MIS_36,11,Alvar,GL_alvar,9,1056.428,1,1,1,0,1,0,15,0,1,0,9,0,628,1,628,1.992726249,1.986901033,15
MAN-MIS,MAN-MIS_36,12,Alvar,GL_alvar,8,1056.428,1,1,1,0,1,0,6,0,1,0,1,0,52,1,52,1.992726249,1.986901033,6
MAN-MIS,MAN-MIS_36,2,Alvar,GL_alvar,9,1056.428,1,1,1,0,1,0,24,0,1,0,16,0,1149,1,1149,1.992726249,1.986901033,24
MAN-MIS,MAN-MIS_36,3,Alvar,GL_alvar,9,1056.428,1,1,1,0,1,0,8,0,1,0,1,0,19,1,19,1.992726249,1.986901033,8
