Population,Family.Unique,Block.ID,HabitatType,Region,No.Days.to.Germ,Dist.from.cg.km,Germination.Y.N,Survival.Y.N,Survival.Y.N.2017,Flower.Y.N.2016,Flower.Y.N.2017,No.Flowers.2016,Total.Flowers.2017,Fruit.Y.N.2016,Fruit.Y.N.2017,No.Fruit.2016,No.Fruit.2017,sm,sm.2,Surv2017,sm2017,PC1,PC2,flw.no2017
CAR-NBA,CAR-NBA_13,11,Alvar,GL_alvar,10,1368.191,1,1,1,1,1,33,20,1,1,3,13,0,948,1,948,2.575403033,1.481069919,20
CAR-NBA,CAR-NBA_13,12,Alvar,GL_alvar,13,1368.191,1,1,1,1,1,1,1,0,1,0,1,0,22,1,22,2.575403033,1.481069919,1
CAR-NBA,CAR-NBA_13,2,Alvar,GL_alvar,12,1368.191,1,1,1,1,1,22,33,1,1,14,22,338,2203,1,2541,2.575403033,1.481069919,33
CAR-NBA,CAR-NBA_13,3,Alvar,GL_alvar,11,1368.191,1,1,1,1,1,10,14,1,1,2,11,56,3178,1,3234,2.575403033,1.481069919,14
CAR-NBA,CAR-NBA_13,4,Alvar,GL_alvar,9,1368.191,1,1,1,1,1,9,19,1,1,3,12,71,1337,1,1408,2.575403033,1.481069919,19
CAR-NBA,CAR-NBA_13,5,Alvar,GL_alvar,8,1368.191,1,1,1,1,1,9,4,1,1,2,2,61,91,1,152,2.575403033,1.481069919,4
CAR-NBA,CAR-NBA_13,6,Alvar,GL_alvar,10,1368.191,1,1,1,1,1,16,16,1,1,6,12,141,1083,1,1224,2.575403033,1.481069919,16
CAR-NBA,CAR-NBA_13,7,Alvar,GL_alvar,11,1368.191,1,1,1,1,1,45,20,1,1,9,11,0,655,1,655,2.575403033,1.481069919,20
CAR-NBA,CAR-NBA_13,8,Alvar,GL_alvar,9,1368.191,1,1,1,1,1,2,27,1,1,9,20,98,2383,1,2481,2.575403033,1.481069919,27
CAR-NBA,CAR-NBA_13,9,Alvar,GL_alvar,12,1368.191,1,1,1,1,1,7,9,0,1,0,3,0,232,1,232,2.575403033,1.481069919,9
CAR-NBA,CAR-NBA_21,1,Alvar,GL_alvar,10,1368.191,1,1,1,1,1,8,24,0,1,0,13,0,820,1,820,2.575403033,1.481069919,24
CAR-NBA,CAR-NBA_21,10,Alvar,GL_alvar,12,1368.191,1,1,1,1,1,1,15,0,1,0,12,0,527,1,527,2.575403033,1.481069919,15
CAR-NBA,CAR-NBA_21,11,Alvar,GL_alvar,10,1368.191,1,1,1,0,1,0,10,0,1,0,6,0,175,1,175,2.575403033,1.481069919,10
CAR-NBA,CAR-NBA_21,12,Alvar,GL_alvar,14,1368.191,1,1,1,0,1,0,6,0,1,0,3,0,102,1,102,2.575403033,1.481069919,6
CAR-NBA,CAR-NBA_21,2,Alvar,GL_alvar,15,1368.191,1,1,1,1,1,4,3,0,0,0,0,0,0,1,0,2.575403033,1.481069919,3
CAR-NBA,CAR-NBA_21,3,Alvar,GL_alvar,10,1368.191,1,1,1,0,1,0,17,0,1,0,5,0,537,1,537,2.575403033,1.481069919,17
CAR-NBA,CAR-NBA_21,5,Alvar,GL_alvar,10,1368.191,1,1,1,1,1,25,9,0,0,0,0,0,0,1,0,2.575403033,1.481069919,9
CAR-NBA,CAR-NBA_21,6,Alvar,GL_alvar,9,1368.191,1,1,1,1,1,4,4,0,1,0,1,0,93,1,93,2.575403033,1.481069919,4
CAR-NBA,CAR-NBA_21,7,Alvar,GL_alvar,9,1368.191,1,1,1,1,1,5,9,0,1,0,2,0,96,1,96,2.575403033,1.481069919,9
CAR-NBA,CAR-NBA_21,9,Alvar,GL_alvar,9,1368.191,1,1,1,0,1,0,7,0,1,0,5,0,133,1,133,2.575403033,1.481069919,7
CAR-NBA,CAR-NBA_3,1,Alvar,GL_alvar,12,1368.191,1,1,1,1,1,9,25,0,1,0,16,0,1327,1,1327,2.575403033,1.481069919,25
CAR-NBA,CAR-NBA_3,10,Alvar,GL_alvar,8,1368.191,1,1,1,1,1,4,3,0,1,0,3,0,167,1,167,2.575403033,1.481069919,3
CAR-NBA,CAR-NBA_3,11,Alvar,GL_alvar,10,1368.191,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,2.575403033,1.481069919,1
CAR-NBA,CAR-NBA_3,2,Alvar,GL_alvar,9,1368.191,1,1,1,1,1,22,20,0,1,0,15,0,1634,1,1634,2.575403033,1.481069919,20
CAR-NBA,CAR-NBA_3,3,Alvar,GL_alvar,9,1368.191,1,1,1,1,1,2,12,0,1,0,10,0,1975,1,1975,2.575403033,1.481069919,12
CAR-NBA,CAR-NBA_3,4,Alvar,GL_alvar,11,1368.191,1,1,1,1,1,58,24,1,1,2,15,29,1326,1,1355,2.575403033,1.481069919,24
CAR-NBA,CAR-NBA_3,5,Alvar,GL_alvar,9,1368.191,1,1,1,1,1,20,17,0,1,0,5,0,1536,1,1536,2.575403033,1.481069919,17
CAR-NBA,CAR-NBA_3,6,Alvar,GL_alvar,9,1368.191,1,1,1,1,1,21,21,1,1,1,12,12,1158,1,1170,2.575403033,1.481069919,21
CAR-NBA,CAR-NBA_3,7,Alvar,GL_alvar,10,1368.191,1,1,1,1,1,9,19,1,1,1,13,1,1483,1,1484,2.575403033,1.481069919,19
CAR-NBA,CAR-NBA_3,8,Alvar,GL_alvar,9,1368.191,1,1,1,0,1,0,17,0,1,0,14,0,1641,1,1641,2.575403033,1.481069919,17
CAR-NBA,CAR-NBA_3,9,Alvar,GL_alvar,9,1368.191,1,1,1,1,1,8,9,0,1,0,7,0,1282,1,1282,2.575403033,1.481069919,9
CAR-NBA,CAR-NBA_4,11,Alvar,GL_alvar,11,1368.191,1,1,1,0,1,0,23,0,1,0,15,0,1492,1,1492,2.575403033,1.481069919,23
CAR-NBA,CAR-NBA_4,12,Alvar,GL_alvar,14,1368.191,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.575403033,1.481069919,0
CAR-NBA,CAR-NBA_4,2,Alvar,GL_alvar,9,1368.191,1,1,1,1,1,14,18,1,1,1,13,13,1146,1,1159,2.575403033,1.481069919,18
CAR-NBA,CAR-NBA_4,3,Alvar,GL_alvar,9,1368.191,1,1,1,1,1,23,15,0,1,0,10,0,1286,1,1286,2.575403033,1.481069919,15
CAR-NBA,CAR-NBA_4,4,Alvar,GL_alvar,11,1368.191,1,1,1,1,1,13,30,0,1,0,18,0,1778,1,1778,2.575403033,1.481069919,30
CAR-NBA,CAR-NBA_4,5,Alvar,GL_alvar,12,1368.191,1,1,1,1,1,32,26,0,1,0,17,0,1414,1,1414,2.575403033,1.481069919,26
CAR-NBA,CAR-NBA_4,7,Alvar,GL_alvar,9,1368.191,1,1,1,1,1,6,23,0,1,0,11,0,900,1,900,2.575403033,1.481069919,23
CAR-NBA,CAR-NBA_4,8,Alvar,GL_alvar,11,1368.191,1,1,1,0,1,0,4,0,1,0,3,0,317,1,317,2.575403033,1.481069919,4
CAR-NBA,CAR-NBA_4,9,Alvar,GL_alvar,11,1368.191,1,1,1,0,1,0,17,0,1,0,15,0,1900,1,1900,2.575403033,1.481069919,17
CAR-NBA,CAR-NBA_7,1,Alvar,GL_alvar,10,1368.191,1,1,1,1,1,6,9,0,1,0,6,0,45,1,45,2.575403033,1.481069919,9
CAR-NBA,CAR-NBA_7,10,Alvar,GL_alvar,9,1368.191,1,1,1,1,1,3,17,0,1,0,16,0,2340,1,2340,2.575403033,1.481069919,17
CAR-NBA,CAR-NBA_7,11,Alvar,GL_alvar,10,1368.191,1,1,1,1,1,15,16,0,1,0,11,0,836,1,836,2.575403033,1.481069919,16
CAR-NBA,CAR-NBA_7,12,Alvar,GL_alvar,10,1368.191,1,1,1,1,1,15,11,1,1,3,5,36,353,1,389,2.575403033,1.481069919,11
CAR-NBA,CAR-NBA_7,3,Alvar,GL_alvar,9,1368.191,1,1,1,1,1,6,14,1,1,1,9,12,1649,1,1661,2.575403033,1.481069919,14
CAR-NBA,CAR-NBA_7,4,Alvar,GL_alvar,10,1368.191,1,1,1,1,1,17,8,0,1,0,5,0,274,1,274,2.575403033,1.481069919,8
CAR-NBA,CAR-NBA_7,5,Alvar,GL_alvar,10,1368.191,1,1,1,1,1,3,5,0,1,0,3,0,201,1,201,2.575403033,1.481069919,5
CAR-NBA,CAR-NBA_8,7,Alvar,GL_alvar,9,1368.191,1,1,1,0,1,0,21,0,1,0,16,0,2028,1,2028,2.575403033,1.481069919,21
CAR-NBA,CAR-NBA_8,1,Alvar,GL_alvar,9,1368.191,1,1,1,1,1,18,25,1,1,2,16,22,2110,1,2132,2.575403033,1.481069919,25
CAR-NBA,CAR-NBA_8,10,Alvar,GL_alvar,10,1368.191,1,1,1,1,1,14,11,0,1,0,1,0,147,1,147,2.575403033,1.481069919,11
CAR-NBA,CAR-NBA_8,11,Alvar,GL_alvar,8,1368.191,1,1,1,0,1,0,2,0,1,0,2,0,66,1,66,2.575403033,1.481069919,2
CAR-NBA,CAR-NBA_8,2,Alvar,GL_alvar,8,1368.191,1,1,1,1,1,1,16,0,1,0,7,0,827,1,827,2.575403033,1.481069919,16
CAR-NBA,CAR-NBA_8,3,Alvar,GL_alvar,8,1368.191,1,1,1,0,1,0,13,0,1,0,6,0,340,1,340,2.575403033,1.481069919,13
CAR-NBA,CAR-NBA_8,4,Alvar,GL_alvar,8,1368.191,1,1,1,1,1,3,6,0,1,0,4,0,359,1,359,2.575403033,1.481069919,6
CAR-NBA,CAR-NBA_8,6,Alvar,GL_alvar,8,1368.191,1,1,1,0,1,0,9,0,1,0,4,0,370,1,370,2.575403033,1.481069919,9
CAR-NBA,CAR-NBA_8,8,Alvar,GL_alvar,9,1368.191,1,1,1,1,1,7,21,0,1,0,15,0,2009,1,2009,2.575403033,1.481069919,21
CAR-NBA,CAR-NBA_8,9,Alvar,GL_alvar,8,1368.191,1,1,1,1,1,39,24,0,1,0,15,0,1949,1,1949,2.575403033,1.481069919,24
CAR-PSR,CAR-PSR_6,7,Alvar,GL_alvar,14,1366.181,1,1,1,1,1,2,3,1,1,1,2,16,196,1,212,2.668827574,1.222972369,3
CAR-PSR,CAR-PSR_1,3,Alvar,GL_alvar,10,1366.181,1,1,1,1,1,5,20,0,1,0,13,0,780,1,780,2.668827574,1.222972369,20
CAR-PSR,CAR-PSR_10,1,Alvar,GL_alvar,8,1366.181,1,1,1,1,1,3,23,0,1,0,16,0,1448,1,1448,2.668827574,1.222972369,23
CAR-PSR,CAR-PSR_10,10,Alvar,GL_alvar,8,1366.181,1,1,1,1,1,5,17,0,1,0,11,0,1333,1,1333,2.668827574,1.222972369,17
CAR-PSR,CAR-PSR_10,11,Alvar,GL_alvar,9,1366.181,1,1,1,1,1,1,8,0,1,0,3,0,144,1,144,2.668827574,1.222972369,8
CAR-PSR,CAR-PSR_10,12,Alvar,GL_alvar,13,1366.181,1,1,1,1,1,20,13,0,1,0,9,0,691,1,691,2.668827574,1.222972369,13
CAR-PSR,CAR-PSR_10,2,Alvar,GL_alvar,9,1366.181,1,1,1,1,1,6,34,0,1,0,27,0,1890,1,1890,2.668827574,1.222972369,34
CAR-PSR,CAR-PSR_10,4,Alvar,GL_alvar,10,1366.181,1,1,1,1,1,10,19,0,1,0,15,0,1076,1,1076,2.668827574,1.222972369,19
CAR-PSR,CAR-PSR_10,6,Alvar,GL_alvar,11,1366.181,1,1,1,0,1,0,17,0,1,0,12,0,932,1,932,2.668827574,1.222972369,17
CAR-PSR,CAR-PSR_10,8,Alvar,GL_alvar,13,1366.181,1,1,1,0,1,0,12,0,1,0,10,0,916,1,916,2.668827574,1.222972369,12
CAR-PSR,CAR-PSR_10,9,Alvar,GL_alvar,9,1366.181,1,1,1,0,1,0,14,0,1,0,9,0,709,1,709,2.668827574,1.222972369,14
CAR-PSR,CAR-PSR_12,1,Alvar,GL_alvar,13,1366.181,1,1,1,1,1,38,14,1,1,2,7,5,1158,1,1163,2.668827574,1.222972369,14
CAR-PSR,CAR-PSR_12,11,Alvar,GL_alvar,11,1366.181,1,1,1,1,1,13,10,1,1,1,9,0,878,1,878,2.668827574,1.222972369,10
CAR-PSR,CAR-PSR_12,2,Alvar,GL_alvar,8,1366.181,1,1,1,1,1,19,25,1,1,4,16,91,1207,1,1298,2.668827574,1.222972369,25
CAR-PSR,CAR-PSR_12,4,Alvar,GL_alvar,9,1366.181,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2.668827574,1.222972369,0
CAR-PSR,CAR-PSR_12,6,Alvar,GL_alvar,10,1366.181,1,1,1,1,1,24,20,1,1,2,11,0,2012,1,2012,2.668827574,1.222972369,20
CAR-PSR,CAR-PSR_12,7,Alvar,GL_alvar,10,1366.181,1,1,1,1,1,16,17,1,1,3,11,7,737,1,744,2.668827574,1.222972369,17
CAR-PSR,CAR-PSR_12,8,Alvar,GL_alvar,9,1366.181,1,1,1,0,1,0,19,0,1,0,14,0,2103,1,2103,2.668827574,1.222972369,19
CAR-PSR,CAR-PSR_12,9,Alvar,GL_alvar,9,1366.181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.668827574,1.222972369,0
CAR-PSR,CAR-PSR_14,10,Alvar,GL_alvar,9,1366.181,1,1,1,1,1,46,31,0,1,0,19,0,1973,1,1973,2.668827574,1.222972369,31
CAR-PSR,CAR-PSR_14,12,Alvar,GL_alvar,11,1366.181,1,1,1,0,1,0,2,0,1,0,2,0,124,1,124,2.668827574,1.222972369,2
CAR-PSR,CAR-PSR_14,3,Alvar,GL_alvar,8,1366.181,1,1,1,1,1,5,20,1,1,3,11,53,2420,1,2473,2.668827574,1.222972369,20
CAR-PSR,CAR-PSR_14,9,Alvar,GL_alvar,8,1366.181,1,1,1,1,1,15,41,1,1,2,36,34,4101,1,4135,2.668827574,1.222972369,41
CAR-PSR,CAR-PSR_20,10,Alvar,GL_alvar,12,1366.181,1,1,1,1,1,4,4,0,1,0,2,0,250,1,250,2.668827574,1.222972369,4
CAR-PSR,CAR-PSR_20,11,Alvar,GL_alvar,10,1366.181,1,1,1,0,1,0,7,0,1,0,7,0,396,1,396,2.668827574,1.222972369,7
CAR-PSR,CAR-PSR_20,2,Alvar,GL_alvar,9,1366.181,1,1,1,0,1,0,10,0,1,0,7,0,584,1,584,2.668827574,1.222972369,10
CAR-PSR,CAR-PSR_20,3,Alvar,GL_alvar,12,1366.181,1,1,1,0,1,0,14,0,1,0,7,0,273,1,273,2.668827574,1.222972369,14
CAR-PSR,CAR-PSR_20,4,Alvar,GL_alvar,10,1366.181,1,1,1,1,1,13,12,1,1,6,9,124,1117,1,1241,2.668827574,1.222972369,12
CAR-PSR,CAR-PSR_20,5,Alvar,GL_alvar,9,1366.181,1,1,1,1,1,8,10,1,1,4,8,25,570,1,595,2.668827574,1.222972369,10
CAR-PSR,CAR-PSR_20,6,Alvar,GL_alvar,13,1366.181,1,1,1,1,1,11,9,1,0,1,0,25,0,1,25,2.668827574,1.222972369,9
CAR-PSR,CAR-PSR_20,7,Alvar,GL_alvar,11,1366.181,1,1,1,1,1,29,34,1,1,3,23,0,3048,1,3048,2.668827574,1.222972369,34
CAR-PSR,CAR-PSR_20,8,Alvar,GL_alvar,10,1366.181,1,1,1,1,1,3,16,1,1,2,6,0,1341,1,1341,2.668827574,1.222972369,16
CAR-PSR,CAR-PSR_20,9,Alvar,GL_alvar,9,1366.181,1,1,1,1,1,1,10,0,1,0,9,0,921,1,921,2.668827574,1.222972369,10
CAR-PSR,CAR-PSR_23,1,Alvar,GL_alvar,13,1366.181,1,1,1,1,1,4,3,1,1,3,2,43,308,1,351,2.668827574,1.222972369,3
CAR-PSR,CAR-PSR_23,12,Alvar,GL_alvar,10,1366.181,1,1,1,1,1,8,2,0,0,0,0,0,0,1,0,2.668827574,1.222972369,2
CAR-PSR,CAR-PSR_23,3,Alvar,GL_alvar,12,1366.181,1,1,1,1,1,2,5,0,1,0,1,0,69,1,69,2.668827574,1.222972369,5
CAR-PSR,CAR-PSR_23,4,Alvar,GL_alvar,12,1366.181,1,1,1,0,1,0,10,0,1,0,2,0,88,1,88,2.668827574,1.222972369,10
CAR-PSR,CAR-PSR_23,5,Alvar,GL_alvar,8,1366.181,1,1,1,0,1,0,3,0,1,0,1,0,103,1,103,2.668827574,1.222972369,3
CAR-PSR,CAR-PSR_23,6,Alvar,GL_alvar,11,1366.181,1,1,1,1,1,2,7,0,1,0,4,0,247,1,247,2.668827574,1.222972369,7
CAR-PSR,CAR-PSR_23,7,Alvar,GL_alvar,12,1366.181,1,1,1,1,1,8,11,0,1,0,8,0,633,1,633,2.668827574,1.222972369,11
CAR-PSR,CAR-PSR_23,8,Alvar,GL_alvar,12,1366.181,1,1,1,1,1,2,10,0,1,0,4,0,438,1,438,2.668827574,1.222972369,10
CAR-PSR,CAR-PSR_23,9,Alvar,GL_alvar,9,1366.181,1,1,1,0,1,0,5,0,1,0,2,0,167,1,167,2.668827574,1.222972369,5
CAR-PSR,CAR-PSR_25,1,Alvar,GL_alvar,9,1366.181,1,1,1,1,1,13,8,1,0,3,0,37,0,1,37,2.668827574,1.222972369,8
CAR-PSR,CAR-PSR_25,4,Alvar,GL_alvar,8,1366.181,1,1,1,1,1,6,19,0,1,0,7,0,841,1,841,2.668827574,1.222972369,19
CAR-PSR,CAR-PSR_25,6,Alvar,GL_alvar,11,1366.181,1,1,1,1,1,1,26,0,1,0,12,0,1772,1,1772,2.668827574,1.222972369,26
CAR-PSR,CAR-PSR_25,8,Alvar,GL_alvar,8,1366.181,1,1,1,1,1,7,15,1,1,1,9,23,1527,1,1550,2.668827574,1.222972369,15
CAR-PSR,CAR-PSR_31,10,Alvar,GL_alvar,10,1366.181,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2.668827574,1.222972369,0
CAR-PSR,CAR-PSR_31,11,Alvar,GL_alvar,10,1366.181,1,1,1,0,1,0,6,0,1,0,5,0,217,1,217,2.668827574,1.222972369,6
CAR-PSR,CAR-PSR_31,12,Alvar,GL_alvar,11,1366.181,1,1,1,0,1,0,11,0,1,0,7,0,479,1,479,2.668827574,1.222972369,11
CAR-PSR,CAR-PSR_31,2,Alvar,GL_alvar,17,1366.181,1,1,1,1,1,1,5,0,1,0,4,0,142,1,142,2.668827574,1.222972369,5
CAR-PSR,CAR-PSR_31,3,Alvar,GL_alvar,12,1366.181,1,1,1,0,1,0,1,0,1,0,1,0,533,1,533,2.668827574,1.222972369,1
CAR-PSR,CAR-PSR_31,4,Alvar,GL_alvar,8,1366.181,1,1,1,1,1,2,5,0,1,0,4,0,283,1,283,2.668827574,1.222972369,5
CAR-PSR,CAR-PSR_31,5,Alvar,GL_alvar,8,1366.181,1,1,1,0,1,0,6,0,1,0,3,0,16,1,16,2.668827574,1.222972369,6
CAR-PSR,CAR-PSR_31,6,Alvar,GL_alvar,9,1366.181,1,1,1,1,1,13,33,1,1,1,15,20,1121,1,1141,2.668827574,1.222972369,33
CAR-PSR,CAR-PSR_31,8,Alvar,GL_alvar,9,1366.181,1,1,1,1,1,1,19,1,1,1,14,15,1569,1,1584,2.668827574,1.222972369,19
CAR-PSR,CAR-PSR_31,9,Alvar,GL_alvar,9,1366.181,1,1,1,0,1,0,7,0,1,0,5,0,97,1,97,2.668827574,1.222972369,7
CAR-PSR,CAR-PSR_6,1,Alvar,GL_alvar,9,1366.181,1,1,1,1,1,23,25,1,1,2,16,49,1985,1,2034,2.668827574,1.222972369,25
CAR-PSR,CAR-PSR_6,10,Alvar,GL_alvar,11,1366.181,1,1,1,1,1,8,13,1,1,1,11,0,746,1,746,2.668827574,1.222972369,13
CAR-PSR,CAR-PSR_6,11,Alvar,GL_alvar,12,1366.181,1,1,1,1,1,1,10,0,1,0,8,0,348,1,348,2.668827574,1.222972369,10
CAR-PSR,CAR-PSR_6,12,Alvar,GL_alvar,17,1366.181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.668827574,1.222972369,0
CAR-PSR,CAR-PSR_6,2,Alvar,GL_alvar,10,1366.181,1,1,1,1,1,6,4,0,1,0,3,0,136,1,136,2.668827574,1.222972369,4
CAR-PSR,CAR-PSR_6,3,Alvar,GL_alvar,8,1366.181,1,1,1,1,1,21,19,1,1,1,15,6,2653,1,2659,2.668827574,1.222972369,19
CAR-PSR,CAR-PSR_6,4,Alvar,GL_alvar,8,1366.181,1,1,1,1,1,7,12,0,1,0,9,0,996,1,996,2.668827574,1.222972369,12
CAR-PSR,CAR-PSR_6,5,Alvar,GL_alvar,13,1366.181,1,1,1,1,1,26,17,1,1,9,7,115,507,1,622,2.668827574,1.222972369,17
CAR-PSR,CAR-PSR_6,6,Alvar,GL_alvar,11,1366.181,1,1,1,1,1,25,20,1,1,1,14,10,742,1,752,2.668827574,1.222972369,20
CAR-PSR,CAR-PSR_7,7,Alvar,GL_alvar,9,1366.181,1,1,1,1,1,1,13,0,1,0,9,0,750,1,750,2.668827574,1.222972369,13
CAR-PSR,CAR-PSR_7,8,Alvar,GL_alvar,9,1366.181,1,1,1,1,1,22,25,0,1,0,18,0,699,1,699,2.668827574,1.222972369,25
CAR-PSR,CAR-PSR_6,8,Alvar,GL_alvar,11,1366.181,1,1,1,1,1,2,10,0,1,0,8,0,703,1,703,2.668827574,1.222972369,10
CAR-PSR,CAR-PSR_7,1,Alvar,GL_alvar,8,1366.181,1,1,1,1,1,4,25,0,1,0,16,0,1205,1,1205,2.668827574,1.222972369,25
CAR-PSR,CAR-PSR_7,10,Alvar,GL_alvar,15,1366.181,1,1,1,1,1,24,22,1,1,1,15,21,1376,1,1397,2.668827574,1.222972369,22
CAR-PSR,CAR-PSR_7,11,Alvar,GL_alvar,8,1366.181,1,1,1,1,1,21,19,1,1,2,14,0,973,1,973,2.668827574,1.222972369,19
CAR-PSR,CAR-PSR_7,12,Alvar,GL_alvar,12,1366.181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.668827574,1.222972369,0
CAR-PSR,CAR-PSR_7,2,Alvar,GL_alvar,8,1366.181,1,1,1,1,1,1,8,0,1,0,2,0,72,1,72,2.668827574,1.222972369,8
CAR-PSR,CAR-PSR_7,3,Alvar,GL_alvar,9,1366.181,1,1,1,1,1,7,23,0,1,0,15,0,1460,1,1460,2.668827574,1.222972369,23
CAR-PSR,CAR-PSR_7,4,Alvar,GL_alvar,9,1366.181,1,1,1,1,1,33,18,0,1,0,6,0,433,1,433,2.668827574,1.222972369,18
CAR-PSR,CAR-PSR_7,5,Alvar,GL_alvar,9,1366.181,1,1,1,1,1,8,16,0,1,0,1,0,62,1,62,2.668827574,1.222972369,16
CAR-PSR,CAR-PSR_7,6,Alvar,GL_alvar,9,1366.181,1,1,1,1,1,5,2,0,0,0,0,0,0,1,0,2.668827574,1.222972369,2
CAR-PSR,CAR-PSR_7,9,Alvar,GL_alvar,9,1366.181,1,1,1,0,1,0,10,0,1,0,7,0,779,1,779,2.668827574,1.222972369,10
MAN-FOX,MAN-FOX_6,8,Alvar,GL_alvar,12,1068.226,1,1,1,1,1,25,31,0,1,0,22,0,2397,1,2397,1.878990344,2.121061422,31
MAN-FOX,MAN-FOX_6,9,Alvar,GL_alvar,11,1068.226,1,1,1,1,1,1,11,0,1,0,9,0,1517,1,1517,1.878990344,2.121061422,11
MAN-FOX,MAN-FOX_17,1,Alvar,GL_alvar,9,1068.226,1,1,1,0,1,0,7,0,1,0,5,0,265,1,265,1.878990344,2.121061422,7
MAN-FOX,MAN-FOX_17,12,Alvar,GL_alvar,14,1068.226,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_17,2,Alvar,GL_alvar,11,1068.226,1,1,1,1,1,1,11,0,1,0,11,0,1544,1,1544,1.878990344,2.121061422,11
MAN-FOX,MAN-FOX_17,3,Alvar,GL_alvar,12,1068.226,1,1,1,1,1,2,21,0,1,0,19,0,1978,1,1978,1.878990344,2.121061422,21
MAN-FOX,MAN-FOX_17,4,Alvar,GL_alvar,11,1068.226,1,1,1,0,1,0,6,0,1,0,3,0,249,1,249,1.878990344,2.121061422,6
MAN-FOX,MAN-FOX_17,5,Alvar,GL_alvar,10,1068.226,1,1,1,1,1,3,10,0,1,0,0,0,0,1,0,1.878990344,2.121061422,10
MAN-FOX,MAN-FOX_17,6,Alvar,GL_alvar,11,1068.226,1,1,1,0,1,0,3,0,1,0,2,0,139,1,139,1.878990344,2.121061422,3
MAN-FOX,MAN-FOX_17,7,Alvar,GL_alvar,9,1068.226,1,1,1,0,1,0,32,0,1,0,23,0,3205,1,3205,1.878990344,2.121061422,32
MAN-FOX,MAN-FOX_17,8,Alvar,GL_alvar,12,1068.226,1,1,1,1,1,4,18,0,1,0,16,0,2166,1,2166,1.878990344,2.121061422,18
MAN-FOX,MAN-FOX_17,9,Alvar,GL_alvar,14,1068.226,1,1,1,0,1,0,10,0,1,0,3,0,147,1,147,1.878990344,2.121061422,10
MAN-FOX,MAN-FOX_18,1,Alvar,GL_alvar,10,1068.226,1,1,1,1,1,3,15,0,1,0,11,0,1626,1,1626,1.878990344,2.121061422,15
MAN-FOX,MAN-FOX_18,10,Alvar,GL_alvar,12,1068.226,1,1,1,1,1,13,20,0,1,0,11,0,1720,1,1720,1.878990344,2.121061422,20
MAN-FOX,MAN-FOX_18,11,Alvar,GL_alvar,9,1068.226,1,1,1,0,1,0,2,0,1,0,1,0,93,1,93,1.878990344,2.121061422,2
MAN-FOX,MAN-FOX_18,12,Alvar,GL_alvar,10,1068.226,1,1,1,0,1,0,13,0,1,0,4,0,390,1,390,1.878990344,2.121061422,13
MAN-FOX,MAN-FOX_18,2,Alvar,GL_alvar,11,1068.226,1,1,1,1,1,1,14,1,1,1,12,33,1595,1,1628,1.878990344,2.121061422,14
MAN-FOX,MAN-FOX_18,3,Alvar,GL_alvar,15,1068.226,1,1,1,0,1,0,13,0,1,0,9,0,625,1,625,1.878990344,2.121061422,13
MAN-FOX,MAN-FOX_18,4,Alvar,GL_alvar,9,1068.226,1,1,1,1,1,9,14,0,1,0,8,0,669,1,669,1.878990344,2.121061422,14
MAN-FOX,MAN-FOX_18,5,Alvar,GL_alvar,10,1068.226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.878990344,2.121061422,0
MAN-FOX,MAN-FOX_18,6,Alvar,GL_alvar,9,1068.226,1,1,1,0,1,0,15,0,1,0,10,0,1113,1,1113,1.878990344,2.121061422,15
MAN-FOX,MAN-FOX_18,7,Alvar,GL_alvar,9,1068.226,1,1,1,1,1,2,17,0,1,0,12,0,1838,1,1838,1.878990344,2.121061422,17
MAN-FOX,MAN-FOX_18,8,Alvar,GL_alvar,10,1068.226,1,1,1,0,1,0,11,0,1,0,5,0,878,1,878,1.878990344,2.121061422,11
MAN-FOX,MAN-FOX_18,9,Alvar,GL_alvar,10,1068.226,1,1,1,0,1,0,8,0,1,0,7,0,1055,1,1055,1.878990344,2.121061422,8
MAN-FOX,MAN-FOX_2,1,Alvar,GL_alvar,8,1068.226,1,1,1,0,1,0,6,0,1,0,4,0,357,1,357,1.878990344,2.121061422,6
MAN-FOX,MAN-FOX_2,10,Alvar,GL_alvar,9,1068.226,1,1,1,1,1,10,10,0,1,0,7,0,704,1,704,1.878990344,2.121061422,10
MAN-FOX,MAN-FOX_2,11,Alvar,GL_alvar,9,1068.226,1,1,1,1,1,12,6,0,1,0,5,0,346,1,346,1.878990344,2.121061422,6
MAN-FOX,MAN-FOX_2,2,Alvar,GL_alvar,9,1068.226,1,1,1,1,1,27,15,0,1,0,11,0,1047,1,1047,1.878990344,2.121061422,15
MAN-FOX,MAN-FOX_2,3,Alvar,GL_alvar,10,1068.226,1,1,1,1,1,3,8,0,1,0,7,0,587,1,587,1.878990344,2.121061422,8
