Population,Family.Unique,Block.ID,HabitatType,Dist.from.cg.km,No.Days.to.Germ,Region,Germination.Y.N,Survival.Y.N,Flower.Y.N.2016,No.Flowers.2016,Fruit.Y.N.2016,No.Fruit.2016,sm,PC1,PC2,flw.no2016
NAP-SCH,NAP-SCH_23,9,Alvar,1542.945,8,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_29,1,Alvar,1542.945,11,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_29,10,Alvar,1542.945,10,GL_alvar,1,1,1,6,0,0,0,3.589501255,0.376837829,6
NAP-SCH,NAP-SCH_29,12,Alvar,1542.945,9,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_29,2,Alvar,1542.945,9,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_29,3,Alvar,1542.945,9,GL_alvar,1,1,1,3,0,0,0,3.589501255,0.376837829,3
NAP-SCH,NAP-SCH_29,4,Alvar,1542.945,9,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_29,5,Alvar,1542.945,11,GL_alvar,1,1,1,2,0,0,0,3.589501255,0.376837829,2
NAP-SCH,NAP-SCH_29,6,Alvar,1542.945,11,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_29,7,Alvar,1542.945,14,GL_alvar,1,1,1,5,0,0,0,3.589501255,0.376837829,5
NAP-SCH,NAP-SCH_29,8,Alvar,1542.945,13,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_29,9,Alvar,1542.945,9,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_3,1,Alvar,1542.945,13,GL_alvar,1,1,1,9,0,0,0,3.589501255,0.376837829,9
NAP-SCH,NAP-SCH_3,10,Alvar,1542.945,9,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_3,11,Alvar,1542.945,12,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_3,12,Alvar,1542.945,10,GL_alvar,1,1,1,1,0,0,0,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_3,2,Alvar,1542.945,11,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_3,3,Alvar,1542.945,10,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_3,5,Alvar,1542.945,11,GL_alvar,1,1,1,8,0,0,0,3.589501255,0.376837829,8
NAP-SCH,NAP-SCH_3,6,Alvar,1542.945,10,GL_alvar,1,1,1,1,0,0,0,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_3,7,Alvar,1542.945,11,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_3,8,Alvar,1542.945,12,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_3,9,Alvar,1542.945,8,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_5,1,Alvar,1542.945,9,GL_alvar,1,1,1,1,1,1,19,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_5,10,Alvar,1542.945,9,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_5,11,Alvar,1542.945,10,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_5,12,Alvar,1542.945,7,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_5,2,Alvar,1542.945,9,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_5,3,Alvar,1542.945,11,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_5,4,Alvar,1542.945,10,GL_alvar,1,1,1,2,0,0,0,3.589501255,0.376837829,2
NAP-SCH,NAP-SCH_5,5,Alvar,1542.945,10,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_5,6,Alvar,1542.945,10,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_5,7,Alvar,1542.945,10,GL_alvar,1,1,1,15,0,0,0,3.589501255,0.376837829,15
NAP-SCH,NAP-SCH_5,9,Alvar,1542.945,9,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_7,1,Alvar,1542.945,9,GL_alvar,1,1,1,23,0,0,0,3.589501255,0.376837829,23
NAP-SCH,NAP-SCH_7,10,Alvar,1542.945,12,GL_alvar,1,1,1,14,0,0,0,3.589501255,0.376837829,14
NAP-SCH,NAP-SCH_7,11,Alvar,1542.945,10,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_7,12,Alvar,1542.945,11,GL_alvar,1,1,1,5,0,0,0,3.589501255,0.376837829,5
NAP-SCH,NAP-SCH_7,2,Alvar,1542.945,11,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_7,3,Alvar,1542.945,10,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_7,4,Alvar,1542.945,10,GL_alvar,1,1,1,1,0,0,0,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_7,5,Alvar,1542.945,9,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_7,6,Alvar,1542.945,11,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_7,7,Alvar,1542.945,10,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_7,9,Alvar,1542.945,9,GL_alvar,1,1,1,20,1,1,0,3.589501255,0.376837829,20
NAP-SCH,NAP-SCH_9,10,Alvar,1542.945,8,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_9,11,Alvar,1542.945,8,GL_alvar,1,0,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_9,2,Alvar,1542.945,12,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_9,3,Alvar,1542.945,8,GL_alvar,1,1,1,8,0,0,0,3.589501255,0.376837829,8
NAP-SCH,NAP-SCH_9,5,Alvar,1542.945,12,GL_alvar,1,1,1,1,0,0,0,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_9,8,Alvar,1542.945,11,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_9,9,Alvar,1542.945,8,GL_alvar,1,1,1,10,0,0,0,3.589501255,0.376837829,10
ND-BSP,ND-BSP_19,10,Prairie,1.896,17,Prairie,1,0,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_19,12,Prairie,1.896,14,Prairie,1,1,1,12,0,0,0,-0.307089034,-1.051846079,12
ND-BSP,ND-BSP_19,4,Prairie,1.896,33,Prairie,1,0,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_19,6,Prairie,1.896,10,Prairie,1,1,1,3,0,0,0,-0.307089034,-1.051846079,3
ND-BSP,ND-BSP_19,8,Prairie,1.896,14,Prairie,1,1,1,1,0,0,0,-0.307089034,-1.051846079,1
ND-BSP,ND-BSP_19,9,Prairie,1.896,23,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_22,1,Prairie,1.896,16,Prairie,1,1,1,3,0,0,0,-0.307089034,-1.051846079,3
ND-BSP,ND-BSP_22,10,Prairie,1.896,14,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_22,11,Prairie,1.896,12,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_22,2,Prairie,1.896,14,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_22,3,Prairie,1.896,31,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_22,4,Prairie,1.896,32,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_22,5,Prairie,1.896,18,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_22,7,Prairie,1.896,19,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_22,9,Prairie,1.896,15,Prairie,1,1,1,2,0,0,0,-0.307089034,-1.051846079,2
ND-BSP,ND-BSP_25,1,Prairie,1.896,9,Prairie,1,1,1,1,0,0,0,-0.307089034,-1.051846079,1
ND-BSP,ND-BSP_25,10,Prairie,1.896,10,Prairie,1,1,1,2,0,0,0,-0.307089034,-1.051846079,2
ND-BSP,ND-BSP_25,11,Prairie,1.896,11,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_25,12,Prairie,1.896,12,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_25,2,Prairie,1.896,12,Prairie,1,1,1,8,0,0,0,-0.307089034,-1.051846079,8
ND-BSP,ND-BSP_25,3,Prairie,1.896,11,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_25,4,Prairie,1.896,14,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_25,5,Prairie,1.896,11,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_25,7,Prairie,1.896,12,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_25,8,Prairie,1.896,12,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_25,9,Prairie,1.896,10,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_29,1,Prairie,1.896,16,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_29,10,Prairie,1.896,19,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_29,11,Prairie,1.896,17,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_29,2,Prairie,1.896,15,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_29,3,Prairie,1.896,20,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_29,5,Prairie,1.896,19,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_29,6,Prairie,1.896,19,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_29,7,Prairie,1.896,13,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_29,9,Prairie,1.896,14,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_33,1,Prairie,1.896,13,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_33,10,Prairie,1.896,16,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_33,12,Prairie,1.896,12,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_33,3,Prairie,1.896,17,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_33,7,Prairie,1.896,14,Prairie,1,1,0,0,0,0,0,-0.307089034,-1.051846079,0
ND-BSP,ND-BSP_33,9,Prairie,1.896,11,Prairie,1,1,1,1,0,0,0,-0.307089034,-1.051846079,1
ND-BSP,ND-BSP_7,10,Prairie,1.896,19,Prairie,1,0,0,0,0,0,0,-0.307089034,-1.051846079,0
SD-MUD,SD-MUD_1,1,Prairie,234.4168,18,Prairie,1,1,1,1,0,0,0,1.408114991,-2.040395091,1
SD-MUD,SD-MUD_1,10,Prairie,234.4168,33,Prairie,1,1,1,1,0,0,0,1.408114991,-2.040395091,1
SD-MUD,SD-MUD_1,11,Prairie,234.4168,19,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_1,12,Prairie,234.4168,20,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_1,2,Prairie,234.4168,19,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_1,3,Prairie,234.4168,11,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_1,4,Prairie,234.4168,22,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_1,5,Prairie,234.4168,20,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_1,6,Prairie,234.4168,21,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_1,7,Prairie,234.4168,31,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_1,8,Prairie,234.4168,16,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_1,9,Prairie,234.4168,19,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_10,1,Prairie,234.4168,14,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_10,10,Prairie,234.4168,17,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_10,11,Prairie,234.4168,13,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_10,12,Prairie,234.4168,10,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_10,2,Prairie,234.4168,14,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_10,4,Prairie,234.4168,12,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_10,5,Prairie,234.4168,18,Prairie,1,1,1,1,0,0,0,1.408114991,-2.040395091,1
SD-MUD,SD-MUD_10,6,Prairie,234.4168,14,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_10,7,Prairie,234.4168,14,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_10,8,Prairie,234.4168,16,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_15,1,Prairie,234.4168,20,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_15,10,Prairie,234.4168,15,Prairie,1,1,1,1,0,0,0,1.408114991,-2.040395091,1
SD-MUD,SD-MUD_15,11,Prairie,234.4168,11,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_15,12,Prairie,234.4168,18,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_15,2,Prairie,234.4168,18,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_15,3,Prairie,234.4168,33,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_15,4,Prairie,234.4168,12,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_15,5,Prairie,234.4168,19,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_15,6,Prairie,234.4168,15,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_15,7,Prairie,234.4168,18,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_18,1,Prairie,234.4168,12,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_18,12,Prairie,234.4168,33,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_18,2,Prairie,234.4168,12,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_18,3,Prairie,234.4168,12,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_18,9,Prairie,234.4168,17,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_19,1,Prairie,234.4168,14,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_19,10,Prairie,234.4168,20,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_19,11,Prairie,234.4168,21,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_19,12,Prairie,234.4168,34,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_19,2,Prairie,234.4168,17,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_19,3,Prairie,234.4168,18,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_19,4,Prairie,234.4168,14,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_19,5,Prairie,234.4168,17,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_19,7,Prairie,234.4168,14,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_19,8,Prairie,234.4168,12,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_19,9,Prairie,234.4168,21,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_23,1,Prairie,234.4168,21,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_23,10,Prairie,234.4168,16,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_23,11,Prairie,234.4168,14,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_23,12,Prairie,234.4168,11,Prairie,1,1,1,9,0,0,0,1.408114991,-2.040395091,9
SD-MUD,SD-MUD_23,2,Prairie,234.4168,15,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_23,3,Prairie,234.4168,12,Prairie,1,1,1,3,0,0,0,1.408114991,-2.040395091,3
SD-MUD,SD-MUD_23,4,Prairie,234.4168,15,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_23,5,Prairie,234.4168,18,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_23,6,Prairie,234.4168,16,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_23,7,Prairie,234.4168,18,Prairie,1,1,1,1,0,0,0,1.408114991,-2.040395091,1
SD-MUD,SD-MUD_23,8,Prairie,234.4168,13,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_23,9,Prairie,234.4168,16,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_24,1,Prairie,234.4168,11,Prairie,1,1,1,5,0,0,0,1.408114991,-2.040395091,5
SD-MUD,SD-MUD_24,10,Prairie,234.4168,19,Prairie,1,1,1,8,0,0,0,1.408114991,-2.040395091,8
SD-MUD,SD-MUD_24,11,Prairie,234.4168,10,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_24,12,Prairie,234.4168,14,Prairie,1,1,1,3,0,0,0,1.408114991,-2.040395091,3
SD-MUD,SD-MUD_24,2,Prairie,234.4168,18,Prairie,1,1,1,4,0,0,0,1.408114991,-2.040395091,4
SD-MUD,SD-MUD_24,3,Prairie,234.4168,11,Prairie,1,1,1,7,0,0,0,1.408114991,-2.040395091,7
SD-MUD,SD-MUD_24,4,Prairie,234.4168,15,Prairie,1,1,1,7,0,0,0,1.408114991,-2.040395091,7
SD-MUD,SD-MUD_24,6,Prairie,234.4168,10,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_24,8,Prairie,234.4168,11,Prairie,1,1,1,4,1,1,4,1.408114991,-2.040395091,4
SD-MUD,SD-MUD_24,9,Prairie,234.4168,20,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_31,1,Prairie,234.4168,32,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_31,12,Prairie,234.4168,15,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_31,2,Prairie,234.4168,35,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_31,4,Prairie,234.4168,12,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_31,5,Prairie,234.4168,12,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_31,6,Prairie,234.4168,9,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_31,7,Prairie,234.4168,34,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_31,8,Prairie,234.4168,20,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_31,9,Prairie,234.4168,12,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_32,1,Prairie,234.4168,19,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_32,2,Prairie,234.4168,13,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_32,3,Prairie,234.4168,13,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_32,4,Prairie,234.4168,12,Prairie,1,1,1,1,0,0,0,1.408114991,-2.040395091,1
SD-MUD,SD-MUD_32,7,Prairie,234.4168,12,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_32,8,Prairie,234.4168,19,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_32,9,Prairie,234.4168,10,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_6,1,Prairie,234.4168,14,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_6,10,Prairie,234.4168,14,Prairie,1,1,1,1,0,0,0,1.408114991,-2.040395091,1
SD-MUD,SD-MUD_6,11,Prairie,234.4168,19,Prairie,1,1,1,1,0,0,0,1.408114991,-2.040395091,1
SD-MUD,SD-MUD_6,12,Prairie,234.4168,25,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_6,2,Prairie,234.4168,14,Prairie,1,1,1,2,0,0,0,1.408114991,-2.040395091,2
SD-MUD,SD-MUD_6,3,Prairie,234.4168,17,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_6,4,Prairie,234.4168,20,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_6,5,Prairie,234.4168,15,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_6,6,Prairie,234.4168,11,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-MUD,SD-MUD_6,7,Prairie,234.4168,17,Prairie,1,1,1,4,0,0,0,1.408114991,-2.040395091,4
SD-MUD,SD-MUD_6,8,Prairie,234.4168,16,Prairie,1,1,1,7,0,0,0,1.408114991,-2.040395091,7
SD-MUD,SD-MUD_6,9,Prairie,234.4168,18,Prairie,1,1,0,0,0,0,0,1.408114991,-2.040395091,0
SD-PMG,SD-PMG_NA,1,Prairie,184.0634,18,Prairie,1,1,0,0,0,0,0,1.03682048,-3.234864757,0
SD-PMG,SD-PMG_NA,12,Prairie,184.0634,14,Prairie,1,0,0,0,0,0,0,1.03682048,-3.234864757,0
SD-PMG,SD-PMG_NA,1,Prairie,184.0634,15,Prairie,1,1,1,1,0,0,0,1.03682048,-3.234864757,1
SD-PMG,SD-PMG_NA,3,Prairie,184.0634,13,Prairie,1,1,0,0,0,0,0,1.03682048,-3.234864757,0
SD-PMG,SD-PMG_NA,5,Prairie,184.0634,11,Prairie,1,1,0,0,0,0,0,1.03682048,-3.234864757,0
SD-PMG,SD-PMG_NA,6,Prairie,184.0634,13,Prairie,1,1,0,0,0,0,0,1.03682048,-3.234864757,0
SD-PMG,SD-PMG_NA,8,Prairie,184.0634,15,Prairie,1,1,1,4,0,0,0,1.03682048,-3.234864757,4
SD-PMG,SD-PMG_NA,11,Prairie,184.0634,12,Prairie,1,1,1,1,0,0,0,1.03682048,-3.234864757,1
SD-PMG,SD-PMG_NA,3,Prairie,184.0634,18,Prairie,1,1,0,0,0,0,0,1.03682048,-3.234864757,0
SD-PMG,SD-PMG_NA,6,Prairie,184.0634,21,Prairie,1,1,1,1,0,0,0,1.03682048,-3.234864757,1
SD-PMG,SD-PMG_NA,7,Prairie,184.0634,19,Prairie,1,1,0,0,0,0,0,1.03682048,-3.234864757,0
WA-BLK,WA-BLK_NA,11,Prairie,1558.248,30,Prairie,1,1,0,0,0,0,0,1.008963181,-6.050192292,0
WA-BLK,WA-BLK_NA,12,Prairie,1558.248,13,Prairie,1,1,0,0,0,0,0,1.008963181,-6.050192292,0
WA-BLK,WA-BLK_NA,1,Prairie,1558.248,10,Prairie,1,1,0,0,0,0,0,1.008963181,-6.050192292,0
WA-BLK,WA-BLK_NA,5,Prairie,1558.248,22,Prairie,1,1,0,0,0,0,0,1.008963181,-6.050192292,0
WA-BLK,WA-BLK_NA,6,Prairie,1558.248,16,Prairie,1,1,0,0,0,0,0,1.008963181,-6.050192292,0
WA-BLK,WA-BLK_NA,9,Prairie,1558.248,17,Prairie,1,1,0,0,0,0,0,1.008963181,-6.050192292,0
WA-BLK,WA-BLK_NA,10,Prairie,1558.248,9,Prairie,1,1,1,1,0,0,0,1.008963181,-6.050192292,1
WA-BLK,WA-BLK_NA,12,Prairie,1558.248,18,Prairie,1,1,0,0,0,0,0,1.008963181,-6.050192292,0
WA-BLK,WA-BLK_NA,4,Prairie,1558.248,9,Prairie,1,1,0,0,0,0,0,1.008963181,-6.050192292,0
WA-BLK,WA-BLK_NA,6,Prairie,1558.248,33,Prairie,1,1,0,0,0,0,0,1.008963181,-6.050192292,0
