Population,Family.Unique,Block.ID,HabitatType,Region,Dist.from.cg.km,Germination.Y.N,Survival.Y.N,Surv2017,Surv2018,Flower.Y.N.2016,Flower.Y.N.2017,No.Flowers.2016,Total.Flowers.2017,Fruit.Y.N.2016,Fruit.Y.N.2017,No.Fruit.2016,No.Fruit.2017,sm,sm.2,sm.3,Flowering.Y.N.2018,Total.Flowers.2018,Fruit.Y.N.2018,No.Fruit.2018,sm.tot,No.Days.to.Germ,Dist.from.cg.km.1,PC1,PC2,flw.no2018
MB-CRN,MB-CRN_17,1,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,7,0,1,0,4,0,270,269,1,9,1,6,539,10,472.9779,-5.572261091,4.769696497,9
MB-CRN,MB-CRN_17,11,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,16,0,1,0,11,0,707,0,1,0,0,0,707,12,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_17,12,Prairie,MB_alvar,472.9779,1,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_17,2,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,15,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_17,3,Prairie,MB_alvar,472.9779,1,1,1,1,1,1,1,5,0,1,0,3,0,132,0,1,1,0,0,132,14,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_17,4,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,12,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_17,5,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,2,0,0,0,0,0,0,18,1,2,1,1,18,31,472.9779,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_17,6,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,7,0,1,0,3,0,302,103,1,1,1,1,405,14,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_17,7,Prairie,MB_alvar,472.9779,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_17,8,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,3,0,1,0,2,0,189,83,1,2,1,2,272,11,472.9779,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_17,9,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,6,0,1,0,2,0,113,71,1,1,1,1,184,8,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_2,1,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,3,0,0,0,0,0,0,42,1,4,1,1,42,12,472.9779,-5.572261091,4.769696497,4
MB-CRN,MB-CRN_2,10,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,4,0,1,0,1,0,130,0,1,0,0,0,130,18,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_2,11,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,6,0,1,0,3,0,196,31,1,1,1,1,227,11,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_2,12,Prairie,MB_alvar,472.9779,1,1,1,1,1,1,9,9,0,1,0,5,0,398,0,1,2,0,0,398,10,472.9779,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_2,2,Prairie,MB_alvar,472.9779,1,1,1,1,1,1,2,9,0,1,0,8,0,369,66,1,1,1,1,435,10,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_2,3,Prairie,MB_alvar,472.9779,1,1,1,1,1,1,13,15,0,1,0,11,0,709,0,1,1,0,0,709,12,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_2,4,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,24,0,1,0,8,0,257,648,1,10,1,6,905,10,472.9779,-5.572261091,4.769696497,10
MB-CRN,MB-CRN_2,5,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,13,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_2,6,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,4,0,1,0,1,0,47,0,1,1,0,0,47,11,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_2,7,Prairie,MB_alvar,472.9779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_2,8,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,10,0,1,0,4,0,266,1843,1,10,1,10,2109,12,472.9779,-5.572261091,4.769696497,10
MB-CRN,MB-CRN_2,9,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,2,0,1,0,1,0,68,135,1,1,1,1,203,11,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_21,1,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,3,0,1,0,1,0,62,47,1,1,1,1,109,11,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_21,10,Prairie,MB_alvar,472.9779,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_21,11,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,1,0,1,0,1,0,31,0,1,1,0,0,31,10,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_21,2,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,9,0,1,0,4,0,196,0,1,1,0,0,196,15,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_21,3,Prairie,MB_alvar,472.9779,1,1,1,1,1,1,2,8,0,1,0,6,0,276,379,1,4,1,3,655,14,472.9779,-5.572261091,4.769696497,4
MB-CRN,MB-CRN_21,4,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,14,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_21,5,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,8,0,1,0,5,0,337,296,1,1,1,1,633,8,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_21,7,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,2,0,1,0,0,0,0,271,1,2,1,2,271,14,472.9779,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_21,8,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,10,0,1,0,5,0,484,1558,1,9,1,9,2042,11,472.9779,-5.572261091,4.769696497,9
MB-CRN,MB-CRN_21,9,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,8,0,1,0,3,0,186,131,1,2,1,2,317,11,472.9779,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_27,1,Prairie,MB_alvar,472.9779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_27,10,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,6,0,1,0,3,0,258,80,1,3,1,2,338,13,472.9779,-5.572261091,4.769696497,3
MB-CRN,MB-CRN_27,11,Prairie,MB_alvar,472.9779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_27,12,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,15,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_27,2,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,7,0,1,0,6,0,440,335,1,2,1,2,775,8,472.9779,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_27,3,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,4,0,1,0,1,0,2,64,1,1,1,1,66,10,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_27,4,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,4,0,1,0,1,0,28,210,1,4,1,3,238,12,472.9779,-5.572261091,4.769696497,4
MB-CRN,MB-CRN_27,5,Prairie,MB_alvar,472.9779,1,1,1,1,1,1,1,5,0,1,0,2,0,218,28,1,2,1,1,246,13,472.9779,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_27,6,Prairie,MB_alvar,472.9779,1,1,1,0,0,1,0,2,0,1,0,1,0,46,0,0,0,0,0,46,16,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_27,7,Prairie,MB_alvar,472.9779,1,1,1,1,1,1,3,10,0,1,0,6,0,613,306,1,5,1,4,919,13,472.9779,-5.572261091,4.769696497,5
MB-CRN,MB-CRN_27,8,Prairie,MB_alvar,472.9779,1,1,1,1,1,1,1,11,0,1,0,7,0,454,52,1,1,1,1,506,14,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_27,9,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,7,0,1,0,4,0,229,325,1,2,1,2,554,9,472.9779,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_29,10,Prairie,MB_alvar,472.9779,1,1,1,1,1,1,1,8,0,1,0,4,0,166,201,1,5,1,4,367,8,472.9779,-5.572261091,4.769696497,5
MB-CRN,MB-CRN_29,11,Prairie,MB_alvar,472.9779,1,1,1,0,0,1,0,3,0,1,0,1,0,137,0,0,0,0,0,137,10,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_29,12,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,6,0,1,0,1,0,26,744,1,8,1,8,770,14,472.9779,-5.572261091,4.769696497,8
MB-CRN,MB-CRN_29,2,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,18,0,1,0,5,0,139,337,1,9,1,6,476,9,472.9779,-5.572261091,4.769696497,9
MB-CRN,MB-CRN_29,3,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,12,0,1,0,2,0,84,1225,1,11,1,10,1309,10,472.9779,-5.572261091,4.769696497,11
MB-CRN,MB-CRN_29,4,Prairie,MB_alvar,472.9779,1,1,1,1,1,1,1,10,0,1,0,3,0,119,552,1,8,1,7,671,11,472.9779,-5.572261091,4.769696497,8
MB-CRN,MB-CRN_29,5,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,11,0,1,0,7,0,475,216,1,5,1,5,691,10,472.9779,-5.572261091,4.769696497,5
MB-CRN,MB-CRN_29,6,Prairie,MB_alvar,472.9779,1,1,1,1,1,1,1,7,0,1,0,3,0,172,116,1,1,1,1,288,10,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_29,7,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,4,0,1,0,3,0,261,0,1,1,0,0,261,14,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_29,8,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,10,0,1,0,5,0,182,809,1,5,1,5,991,9,472.9779,-5.572261091,4.769696497,5
MB-CRN,MB-CRN_29,9,Prairie,MB_alvar,472.9779,1,1,1,0,0,1,0,3,0,1,0,3,0,281,0,0,0,0,0,281,10,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_32,11,Prairie,MB_alvar,472.9779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_32,12,Prairie,MB_alvar,472.9779,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_32,2,Prairie,MB_alvar,472.9779,1,1,1,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,9,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_32,4,Prairie,MB_alvar,472.9779,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_32,6,Prairie,MB_alvar,472.9779,1,1,1,0,0,1,0,6,0,1,0,2,0,96,0,0,0,0,0,96,31,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_32,7,Prairie,MB_alvar,472.9779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_32,8,Prairie,MB_alvar,472.9779,1,1,1,1,1,1,8,2,0,0,0,0,0,0,0,1,4,0,0,0,9,472.9779,-5.572261091,4.769696497,4
MB-CRN,MB-CRN_32,9,Prairie,MB_alvar,472.9779,1,1,1,0,0,1,0,3,0,1,0,2,0,86,0,0,0,0,0,86,11,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_34,1,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,4,0,0,0,0,0,0,0,1,1,0,0,0,12,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_34,10,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,9,0,1,0,3,0,390,145,1,4,1,3,535,10,472.9779,-5.572261091,4.769696497,4
MB-CRN,MB-CRN_34,11,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,1,0,0,0,0,0,0,17,1,2,1,1,17,10,472.9779,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_34,12,Prairie,MB_alvar,472.9779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_34,2,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,6,0,1,0,4,0,316,19,1,1,1,1,335,10,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_34,3,Prairie,MB_alvar,472.9779,1,1,1,1,1,1,4,12,0,1,0,2,0,389,103,1,3,1,2,492,9,472.9779,-5.572261091,4.769696497,3
MB-CRN,MB-CRN_34,4,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,3,0,0,0,0,0,0,335,1,4,1,3,335,14,472.9779,-5.572261091,4.769696497,4
MB-CRN,MB-CRN_34,5,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,10,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_34,6,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,4,0,0,0,0,0,0,181,1,3,1,2,181,9,472.9779,-5.572261091,4.769696497,3
MB-CRN,MB-CRN_34,7,Prairie,MB_alvar,472.9779,1,1,1,1,1,1,1,17,0,1,0,12,0,616,0,1,1,0,0,616,10,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_34,8,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,6,0,0,0,0,0,0,306,1,5,1,4,306,8,472.9779,-5.572261091,4.769696497,5
MB-CRN,MB-CRN_9,1,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,19,0,1,0,8,0,265,347,1,8,1,6,612,9,472.9779,-5.572261091,4.769696497,8
MB-CRN,MB-CRN_9,10,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,12,0,1,0,1,0,78,73,1,6,1,3,151,8,472.9779,-5.572261091,4.769696497,6
MB-CRN,MB-CRN_9,12,Prairie,MB_alvar,472.9779,1,1,1,0,0,1,0,3,0,1,0,2,0,76,0,0,0,0,0,76,9,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_9,2,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,8,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_9,3,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,10,0,1,0,2,0,165,496,1,6,1,5,661,9,472.9779,-5.572261091,4.769696497,6
MB-CRN,MB-CRN_9,4,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,9,0,1,0,6,0,303,24,1,2,1,1,327,8,472.9779,-5.572261091,4.769696497,2
MB-CRN,MB-CRN_9,5,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,4,0,1,0,2,0,26,177,1,1,1,1,203,9,472.9779,-5.572261091,4.769696497,1
MB-CRN,MB-CRN_9,8,Prairie,MB_alvar,472.9779,1,1,1,0,0,1,0,4,0,1,0,2,0,83,0,0,0,0,0,83,9,472.9779,-5.572261091,4.769696497,0
MB-CRN,MB-CRN_9,9,Prairie,MB_alvar,472.9779,1,1,1,1,0,1,0,8,0,1,0,3,0,152,1408,1,14,1,13,1560,8,472.9779,-5.572261091,4.769696497,14
MB-MR,MB-MR_40,9,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,6,0,1,0,2,0,94,0,1,1,0,0,94,10,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_10,7,Prairie,MB_alvar,487.3889,1,1,1,1,1,1,21,2,0,1,0,0,0,0,0,1,1,0,0,0,8,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_10,9,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,9,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_13,1,Prairie,MB_alvar,487.3889,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_13,10,Prairie,MB_alvar,487.3889,1,1,1,0,0,1,0,3,0,1,0,1,0,13,0,0,0,0,0,13,12,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_13,11,Prairie,MB_alvar,487.3889,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_13,2,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,3,0,1,0,1,0,42,424,1,3,1,3,466,9,487.3889,-5.59221421,4.315303626,3
MB-MR,MB-MR_13,3,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,4,0,1,0,4,0,188,0,1,1,0,0,188,11,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_13,4,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,1,0,0,0,0,0,0,240,1,4,1,2,240,10,487.3889,-5.59221421,4.315303626,4
MB-MR,MB-MR_13,6,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,7,0,1,0,1,0,35,0,1,1,0,0,35,12,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_13,7,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,14,0,1,0,10,0,1121,477,1,4,1,3,1598,9,487.3889,-5.59221421,4.315303626,4
MB-MR,MB-MR_13,8,Prairie,MB_alvar,487.3889,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_19,1,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,3,0,0,0,0,0,0,478,1,6,1,5,478,9,487.3889,-5.59221421,4.315303626,6
MB-MR,MB-MR_19,10,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,6,0,1,0,3,0,133,341,1,4,1,4,474,9,487.3889,-5.59221421,4.315303626,4
MB-MR,MB-MR_19,11,Prairie,MB_alvar,487.3889,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_19,12,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,2,0,1,0,1,0,32,0,1,1,0,0,32,12,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_19,2,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,9,0,1,0,5,0,117,363,1,3,1,2,480,10,487.3889,-5.59221421,4.315303626,3
MB-MR,MB-MR_19,3,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,5,0,1,0,2,0,76,0,1,2,0,0,76,16,487.3889,-5.59221421,4.315303626,2
MB-MR,MB-MR_19,4,Prairie,MB_alvar,487.3889,1,1,1,1,1,1,1,2,0,0,0,0,0,0,122,1,4,1,2,122,12,487.3889,-5.59221421,4.315303626,4
MB-MR,MB-MR_19,6,Prairie,MB_alvar,487.3889,1,1,1,0,0,1,0,11,0,1,0,5,0,172,0,0,0,0,0,172,10,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_19,7,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,4,0,1,0,0,0,0,238,1,2,1,2,238,12,487.3889,-5.59221421,4.315303626,2
MB-MR,MB-MR_19,8,Prairie,MB_alvar,487.3889,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_19,9,Prairie,MB_alvar,487.3889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_2,10,Prairie,MB_alvar,487.3889,1,1,1,1,1,1,6,6,0,1,0,4,0,451,226,1,2,1,1,677,9,487.3889,-5.59221421,4.315303626,2
MB-MR,MB-MR_2,11,Prairie,MB_alvar,487.3889,1,1,1,1,1,1,10,2,1,0,3,0,64,0,51,1,1,1,1,115,9,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_2,12,Prairie,MB_alvar,487.3889,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_2,2,Prairie,MB_alvar,487.3889,1,1,1,1,1,1,1,18,0,1,0,16,0,1977,679,1,5,1,5,2656,9,487.3889,-5.59221421,4.315303626,5
MB-MR,MB-MR_2,3,Prairie,MB_alvar,487.3889,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_2,5,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,4,0,1,0,3,0,334,0,1,1,0,0,334,8,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_2,6,Prairie,MB_alvar,487.3889,1,1,1,1,1,1,1,8,0,1,0,5,0,347,430,1,1,1,1,777,17,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_2,8,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,1,0,0,0,0,0,0,107,1,1,1,1,107,9,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_2,9,Prairie,MB_alvar,487.3889,1,1,1,0,1,1,7,1,1,0,1,0,32,0,0,0,0,0,0,32,8,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_21,1,Prairie,MB_alvar,487.3889,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_21,10,Prairie,MB_alvar,487.3889,1,1,1,0,0,1,0,7,0,1,0,6,0,503,0,0,0,0,0,503,9,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_21,11,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,12,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_21,12,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,9,487.3889,-5.59221421,4.315303626,2
MB-MR,MB-MR_21,3,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,7,0,1,0,3,0,114,0,1,1,0,0,114,12,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_21,4,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,13,0,1,0,7,0,830,1951,1,11,1,8,2781,11,487.3889,-5.59221421,4.315303626,11
MB-MR,MB-MR_21,5,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,3,0,0,0,0,0,0,0,1,2,0,0,0,12,487.3889,-5.59221421,4.315303626,2
MB-MR,MB-MR_21,6,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,25,0,1,0,18,0,1340,909,1,11,1,7,2249,8,487.3889,-5.59221421,4.315303626,11
MB-MR,MB-MR_21,7,Prairie,MB_alvar,487.3889,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_21,8,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,14,0,0,0,0,0,0,152,1,2,1,1,152,14,487.3889,-5.59221421,4.315303626,2
MB-MR,MB-MR_21,9,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,4,0,1,0,3,0,126,396,1,5,1,4,522,10,487.3889,-5.59221421,4.315303626,5
MB-MR,MB-MR_25,10,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,11,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_25,11,Prairie,MB_alvar,487.3889,1,1,1,1,1,1,9,9,0,1,0,4,0,345,0,1,0,0,0,345,8,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_25,3,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,9,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_25,4,Prairie,MB_alvar,487.3889,1,1,1,1,1,1,1,16,0,1,0,6,0,304,0,1,2,0,0,304,8,487.3889,-5.59221421,4.315303626,2
MB-MR,MB-MR_25,5,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,2,0,0,0,0,0,0,64,1,1,1,1,64,8,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_25,6,Prairie,MB_alvar,487.3889,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_25,7,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,6,0,1,0,3,0,148,364,1,2,1,2,512,10,487.3889,-5.59221421,4.315303626,2
MB-MR,MB-MR_25,8,Prairie,MB_alvar,487.3889,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_25,9,Prairie,MB_alvar,487.3889,1,1,1,1,0,0,0,0,0,0,0,0,0,0,269,1,1,1,1,269,12,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_26,1,Prairie,MB_alvar,487.3889,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_26,10,Prairie,MB_alvar,487.3889,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,14,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_26,2,Prairie,MB_alvar,487.3889,1,1,1,0,0,1,0,1,0,1,0,1,0,15,0,0,0,0,0,15,9,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_26,4,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,12,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_26,5,Prairie,MB_alvar,487.3889,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_26,6,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,4,0,1,0,2,0,80,0,1,3,0,0,80,14,487.3889,-5.59221421,4.315303626,3
